"termo","blup","blup_sd","blup_025","blup_975","trait","individuo"
"traitcomp_mm.animal.175",3.81799968190198,5.50570560340596,-5.66634143999008,16.5639044608072,"comp_mm","175"
"traitcomp_mm.animal.177",-1.15670216763057,5.41365880856038,-13.2742899268323,8.1432125613281,"comp_mm","177"
"traitcomp_mm.animal.178",-0.225446811703882,4.87983787950171,-10.6872189082577,9.29488480104578,"comp_mm","178"
"traitcomp_mm.animal.18",-0.236286724304928,4.85314015531008,-10.3260507996138,9.21167643332463,"comp_mm","18"
"traitcomp_mm.animal.181",0.44310717666209,5.35917738563763,-9.88833319292582,11.9658801663718,"comp_mm","181"
"traitcomp_mm.animal.185",-3.48653849213537,5.50765766077814,-15.8587800803573,5.99100872063261,"comp_mm","185"
"traitcomp_mm.animal.189",-1.23622469506365,4.82354785763897,-11.0519221254302,7.95568391032695,"comp_mm","189"
"traitcomp_mm.animal.192",-0.067709229107227,4.960571682294,-9.66195157120189,10.6499217921543,"comp_mm","192"
"traitcomp_mm.animal.194",-2.89347742206845,5.36106975643467,-14.9607924216805,6.8011407446056,"comp_mm","194"
"traitcomp_mm.animal.2",-1.28726282141602,4.79669771306263,-11.1882243577813,8.01856017043341,"comp_mm","2"
"traitcomp_mm.animal.201",1.90852053244448,5.08452275434159,-6.66237784090669,13.2501046526494,"comp_mm","201"
"traitcomp_mm.animal.204",1.39553435125902,4.95402514939329,-7.38940721632592,12.112160039429,"comp_mm","204"
"traitcomp_mm.animal.208",-0.433024660434516,5.3233925437183,-12.9291111322501,9.0227252844547,"comp_mm","208"
"traitcomp_mm.animal.209",2.99236356818318,5.32490265937281,-6.69371762951945,14.9065552810817,"comp_mm","209"
"traitcomp_mm.animal.210",-1.69472267873042,5.54205861591594,-14.7704958031325,7.98079890677904,"comp_mm","210"
"traitcomp_mm.animal.212",2.57364769200349,5.00518297116947,-6.73424549109117,13.4926396289867,"comp_mm","212"
"traitcomp_mm.animal.22",6.04596428805316,6.46618361738402,-3.80130440004594,21.4197117564213,"comp_mm","22"
"traitcomp_mm.animal.221",1.18005157544106,4.7992117184076,-8.53448886455423,10.7145425310253,"comp_mm","221"
"traitcomp_mm.animal.222",0.541923184781114,4.79418455072258,-9.15137017320817,10.266242269015,"comp_mm","222"
"traitcomp_mm.animal.223",-1.85392510286359,5.06997257034527,-13.4675232706383,7.03348162732363,"comp_mm","223"
"traitcomp_mm.animal.23",0.423155908433127,4.90605674037404,-9.34236285526237,10.0233730763642,"comp_mm","23"
