"trait","individuo","blup","blup_sd","blup_025","blup_975"
"esp_casca_mm","10",0.117608858282567,1.22575873045051,-2.42750220798431,2.54756479662993
"esp_casca_mm","100",-0.0448709491277575,1.22304822802097,-2.46253107870007,2.43614991351301
"esp_casca_mm","101",-0.02165480392489,1.27658650405402,-2.5656687671034,2.48504357734502
"esp_casca_mm","103",-0.024335711375516,1.24145854768428,-2.61070498035545,2.30672786364802
"esp_casca_mm","11",-0.0467951221767374,1.27297663883706,-2.48972291935778,2.46584698327756
"esp_casca_mm","110",-0.0414912336597148,1.21187612673602,-2.4719799862034,2.41212885763282
"esp_casca_mm","115",-0.0408985125772498,1.2661813548345,-2.491523952196,2.39532887770741
"esp_casca_mm","118",-0.0248966648525085,1.26403553819945,-2.58187254296671,2.61837039437846
"esp_casca_mm","12",0.00241682016215735,1.24266577503767,-2.5358661297206,2.54067402267148
"esp_casca_mm","122",-0.0231470223598223,1.23326500175204,-2.57022659800196,2.37205023414407
"esp_casca_mm","124",-0.0376017799658955,1.26363045330175,-2.89740077484088,2.40523936475507
"esp_casca_mm","128",-0.0598548216463893,1.24762366240295,-2.53914592296873,2.33648744154952
"esp_casca_mm","13",-0.13971593984264,1.15442131719002,-2.58922421767446,2.10598645721045
"esp_casca_mm","130",-0.0459842560832111,1.21678853403879,-2.45506269854971,2.40153173896167
"esp_casca_mm","131",-0.065361081566478,1.21528089867739,-2.66988312279271,2.51936816932933
"esp_casca_mm","132",-0.0416610062293328,1.24368888502406,-2.57348337173164,2.38870504006346
"esp_casca_mm","133",-0.00145573269855922,1.24469121353469,-2.63991809653329,2.469713503641
"esp_casca_mm","134",-0.00707054825035311,1.25918393880649,-2.49411733685886,2.52198039305764
"esp_casca_mm","135",-0.0266427292275498,1.23515787996569,-2.48267061823413,2.46845448433356
"esp_casca_mm","136",-0.035359142220493,1.26214702826119,-2.68118367953162,2.29768278364322
"esp_casca_mm","138",-0.0596568708767989,1.27010368702021,-2.7529392739928,2.47748470200509
"esp_casca_mm","140",-0.0495553558382289,1.25297300324771,-2.56967771471063,2.38083436437823
"esp_casca_mm","148",0.0158546550852657,1.31120312048237,-2.61176730629582,2.59328188878866
"esp_casca_mm","149",-0.0200119359691918,1.23347051981452,-2.36513199125626,2.42390204275388
"esp_casca_mm","15",-0.00788244259253642,1.26161182502361,-2.48248169662708,2.46404183298018
"esp_casca_mm","150",-0.0372579283568809,1.24721173937771,-2.69973312174952,2.25552556525693
"esp_casca_mm","152",-0.023827752616751,1.13922062971189,-2.43703025788963,2.21625170717716
"esp_casca_mm","154",0.0242774656350605,1.27440655156207,-2.39637454021281,2.6519706183904
"esp_casca_mm","157",0.00871517115801675,1.20550029311994,-2.51107998519751,2.37251799040709
"esp_casca_mm","16",-0.044907672353795,1.25918243931025,-2.55948648291484,2.34243944592391
"esp_casca_mm","161",0.020557287818783,1.26014798921543,-2.56108705719916,2.64827348825458
"esp_casca_mm","162",-0.00694499321851381,1.26808596904332,-2.62325840406974,2.49969756644361
"esp_casca_mm","166",-0.0126817319446058,1.31417073174912,-2.82877008131289,2.6200660993772
"esp_casca_mm","167",0.00562593787118958,1.27765653966124,-2.68002997371338,2.57105452777787
"esp_casca_mm","17",-0.00140325034512712,1.26301537269255,-2.57514969553057,2.47931895765412
"esp_casca_mm","170",0.0533104305770612,1.25833511928211,-2.39627359305013,2.63908752251992
"esp_casca_mm","172",0.0358464087468892,1.36562186476793,-2.56019135450634,2.76408753929562
"esp_casca_mm","175",-0.00446688003386886,1.26728677186702,-2.62115007168121,2.46238497199048
"esp_casca_mm","177",-0.0333997582863889,1.32310986219106,-2.81332577404844,2.61367370562559
"esp_casca_mm","178",0.0122233522243355,1.25871269734922,-2.46827276909396,2.56773568974492
"esp_casca_mm","18",-0.181014654709832,1.1620622143568,-2.65053591576512,1.9569694143923
"esp_casca_mm","181",0.00116808924962258,1.26816805838944,-2.62671777199196,2.49205937486387
"esp_casca_mm","185",-0.0372065287409211,1.25813986162452,-2.47951566539236,2.39658178855709
"esp_casca_mm","189",-0.0308572806568923,1.23707079413242,-2.52221615690477,2.37194342423631
"esp_casca_mm","192",-0.00624355648608948,1.25367526895005,-2.49491569443006,2.37822371070555
"esp_casca_mm","194",0.0055114114433068,1.24466588039141,-2.55381693568138,2.53321171440052
"esp_casca_mm","2",1.11609843450487,1.3779444852488,-1.09758747174742,4.40620166276635
"esp_casca_mm","201",0.075841758866033,1.29608329008568,-2.44893135586309,2.63451948130457
"esp_casca_mm","204",-0.0335124805229215,1.25971857604152,-2.51464706201571,2.26472182995196
"esp_casca_mm","208",0.213504303431794,1.20745305510648,-2.24692732303129,2.58476647454028
"esp_casca_mm","209",-0.0376356216341119,1.30215323963563,-2.74715880499153,2.57292050699347
"esp_casca_mm","210",-0.156137180887489,1.17892236465858,-2.61093050198574,1.96743704682226
"esp_casca_mm","212",0.0359296029522959,1.27999864989103,-2.55581742370953,2.60146529474408
"esp_casca_mm","22",0.0360416032789978,1.27661879288604,-2.61637170777242,2.48157339346968
"esp_casca_mm","221",-0.0730279108526474,1.21945257691386,-2.64855778813935,2.19145341429693
"esp_casca_mm","222",0.0396558730475144,1.22274344556177,-2.44419460227334,2.48147778240118
"esp_casca_mm","223",-0.367155449344377,1.19509127307238,-2.98283187306663,1.77393820037822
"esp_casca_mm","23",0.0201519821111538,1.24523595640745,-2.44827329202102,2.40643114959847
"esp_casca_mm","232",-0.0153007915598832,1.23905346623402,-2.55494989050573,2.36858291070116
"esp_casca_mm","233",0.0310094796964005,1.20896078128424,-2.46766917222808,2.44904091448155
"esp_casca_mm","235",-0.0141208433271395,1.22997839027288,-2.54068655576807,2.63738812086317
"esp_casca_mm","236",-0.0131903378967652,1.24919326992688,-2.43036201125209,2.5311022383804
"esp_casca_mm","237",-0.0404168490409685,1.26112638048644,-2.6647426528749,2.35814139323519
"esp_casca_mm","24",-0.00468803731991851,1.27875665853076,-2.57909463423687,2.4144935279255
"esp_casca_mm","240",0.018859473489837,1.18498901760208,-2.44167589156297,2.40552736357645
"esp_casca_mm","29",-0.00418762263745955,1.24107994542728,-2.56024413967484,2.4285420811354
"esp_casca_mm","3",0.0771332019845356,1.14896619729105,-2.19919778981835,2.55686682415098
"esp_casca_mm","32",0.0353280404267191,1.26633216369031,-2.46248934787222,2.43746492524336
"esp_casca_mm","34",0.017217565184438,1.29473737334378,-2.46798540091333,2.48927477012575
"esp_casca_mm","4",-0.245950539801193,1.15673249323663,-2.63142616048838,2.03896987029965
"esp_casca_mm","43",-0.0356152285020022,1.20327049822403,-2.37116042275938,2.4373126358478
"esp_casca_mm","51",-0.0599448249329051,1.28205879612152,-2.57914554836458,2.48109403933167
"esp_casca_mm","53",-0.0237969516287022,1.24946771566439,-2.44530275513493,2.5342082292967
"esp_casca_mm","55",-0.0073655318619199,1.25749634961938,-2.49840843615688,2.44451617039045
"esp_casca_mm","61",0.00137576230752865,1.30040400657024,-2.45018488382883,2.71895890806131
"esp_casca_mm","62",-0.0056721341360151,1.24770837838004,-2.58955993756263,2.589781468271
"esp_casca_mm","70",-0.013279098916629,1.2919485244036,-2.69913881335227,2.57350806842881
"esp_casca_mm","76",0.0112973205429689,1.23611331294733,-2.50176180327139,2.38946072698995
"esp_casca_mm","81",-0.0584567932651028,1.26665664927035,-2.7093272193733,2.31702263502484
"esp_casca_mm","82",-0.0645552037389524,1.23312603429081,-2.55476836064537,2.31297417813332
"esp_casca_mm","83",-0.01696948418587,1.19298525705269,-2.41123619852444,2.43000998621009
"esp_casca_mm","84",-0.021819037550443,1.23559266837391,-2.68125937785693,2.39365981132981
"esp_casca_mm","86",-0.0386008204272085,1.23829831958136,-2.51067099380278,2.29431804350982
"esp_casca_mm","87",0.0668604473930508,1.17697772352873,-2.24443103649973,2.48813023378994
"esp_casca_mm","88",-0.274819857864289,1.17502707235124,-2.79764132163273,1.97751749250176
"esp_casca_mm","89",-0.00786609285138354,1.22235507947228,-2.53992677912449,2.40364973222818
"esp_casca_mm","9",-0.0208627242881595,1.24457388335115,-2.59511256975833,2.37446757003048
"esp_casca_mm","90",-0.0473683859123837,1.27312175514781,-2.7106980333588,2.43000506193788
"esp_casca_mm","91",-0.0484389170139995,1.22738822199638,-2.57198506173007,2.41867402810272
"esp_casca_mm","94",-0.00608612651074131,1.25008165051756,-2.51502651094491,2.39248298731846
"esp_casca_mm","95",-0.455773678859886,1.15842062727976,-2.96035220488979,1.64762447190682
"esp_casca_mm","96",0.0393608692601738,1.22834211428088,-2.38011756920009,2.46849736788003
"esp_casca_mm","97",-0.0583456488851279,1.27320859686578,-2.63604230177024,2.41466910159026
"esp_casca_mm","98",-0.0651468726247509,1.22831197299231,-2.65660551050318,2.32804579463436
"esp_casca_mm","99",-0.0288489909744895,1.24608386214203,-2.72831972055925,2.36024852761151
"esp_casca_mm","10",0.234485449174455,1.14080969034632,-1.96224583336534,2.6586695506542
