"trait","individuo","blup","blup_sd","blup_025","blup_975"
"rend_polpa_pct","10",1.52691346048868,4.9864467728755,-8.00704351561138,11.527381416382
"rend_polpa_pct","100",0.824321236355332,4.88014403509074,-8.54227201716354,10.7946735846785
"rend_polpa_pct","101",-0.35626433600805,5.04305624375072,-10.0557223848529,9.35003474323342
"rend_polpa_pct","103",-0.365915901996406,4.91840289006912,-10.6147946519152,8.91263098189248
"rend_polpa_pct","11",0.816432210830794,5.09696631270595,-8.89214672155292,11.1729824514707
"rend_polpa_pct","110",-0.436885089166267,4.79664836012587,-10.356106287695,8.91902347494809
"rend_polpa_pct","115",-0.434766126582038,5.00078345858437,-10.3008813167862,9.25912044505101
"rend_polpa_pct","118",-0.383174742834254,5.01437127247213,-10.7944218652868,9.55175673065515
"rend_polpa_pct","12",1.00547749582323,4.96462953509628,-8.55078368254794,11.4818012584815
"rend_polpa_pct","122",0.911271831042774,4.94411013254819,-8.63039797384054,10.8170859349249
"rend_polpa_pct","124",0.856416019000329,4.99621419324444,-9.87757207186636,11.1680881755537
"rend_polpa_pct","128",0.775340503085367,4.94222145664002,-8.77305061622783,10.6777271157325
"rend_polpa_pct","13",1.74674276926617,4.63671077258446,-7.16074123330267,11.6478801183375
"rend_polpa_pct","130",0.82140301514455,4.81123447109615,-8.37613130469041,10.6957380259228
"rend_polpa_pct","131",0.745211952522087,4.81261617861943,-8.75677224998234,11.481977211441
"rend_polpa_pct","132",0.846643730719822,4.93931210156952,-8.77954009447853,10.8217964966967
"rend_polpa_pct","133",0.999155125853713,4.96100684586005,-8.65117692470028,11.2990199620008
"rend_polpa_pct","134",0.956387643051576,5.00255502843219,-8.31108182598864,11.4963592940575
"rend_polpa_pct","135",0.905952552200742,4.91991947807883,-8.52976328989889,11.5672687213124
"rend_polpa_pct","136",0.855342119042052,5.00545296128757,-9.04150177330356,10.3784975326338
"rend_polpa_pct","138",0.757299498640073,5.02605846631412,-9.30388501949501,11.2505509786623
"rend_polpa_pct","140",0.785616701873386,4.94057586220087,-8.86037089254422,10.647193130553
"rend_polpa_pct","148",-0.214328169324516,5.18227380582561,-10.7358642214095,10.0882648171821
"rend_polpa_pct","149",-0.364262018340346,4.87894990386765,-9.68067857172234,9.15307765643875
"rend_polpa_pct","15",0.976563041264844,5.02169300833286,-8.44294778064748,11.4786871565896
"rend_polpa_pct","150",-0.414995483295276,4.9735766182066,-10.753284523753,8.54589240007826
"rend_polpa_pct","152",-0.939135814807598,4.54929288214619,-10.6959371191256,7.48930567135943
"rend_polpa_pct","154",-0.188478436542757,5.05082703547298,-9.51625671282525,9.85029657437492
"rend_polpa_pct","157",-0.236957674544289,4.76341935653238,-10.1908359361629,9.29250500088812
"rend_polpa_pct","16",0.825729052344417,5.01992986684583,-8.82211956832602,10.7946952058407
"rend_polpa_pct","161",-0.619866201510628,4.97568631944416,-10.6589336096005,9.0834814778153
"rend_polpa_pct","162",-0.738348536748224,5.04813320134822,-11.1613244244833,8.98202674970603
"rend_polpa_pct","166",-0.75881595120139,5.20379562456866,-11.7913594279579,9.36095861040904
"rend_polpa_pct","167",-0.686909947640718,5.07834414954597,-11.4214121006404,9.7856448659653
"rend_polpa_pct","17",0.995399049539551,5.01632171277764,-8.78418347059959,11.6025056864718
"rend_polpa_pct","170",-0.487215774097312,4.99008407567869,-10.6422585589175,9.29203277874224
"rend_polpa_pct","172",-0.552097325337858,5.37100832580907,-10.6989731711445,9.81457710966915
"rend_polpa_pct","175",-0.742971349103583,5.02061986476765,-11.1835953202277,8.69035391912064
"rend_polpa_pct","177",-0.834100477297039,5.2628076445424,-11.8724812055262,8.96153556143507
"rend_polpa_pct","178",-0.666691648065664,5.00905277180594,-10.7797675759192,9.11657397673729
"rend_polpa_pct","18",2.39405150865866,4.72771117930113,-6.45582405819955,12.3540285661463
"rend_polpa_pct","181",-0.270166955175262,5.02141497945586,-10.5948239512638,9.34189502620379
"rend_polpa_pct","185",-0.440326712848688,5.00106931068358,-10.1500518236103,9.39507686473056
"rend_polpa_pct","189",-0.40756998980394,4.90123650055265,-10.5515424989671,9.16273268538229
"rend_polpa_pct","192",-0.312662561804538,4.9722182750873,-10.0453612981136,8.76274790928607
"rend_polpa_pct","194",-0.244051816548332,4.90208535362735,-10.3583560208402,9.28419785197676
"rend_polpa_pct","2",-1.67684838651313,4.80200925040929,-12.1313880850048,7.4771175437703
"rend_polpa_pct","201",-0.409449193299309,5.11898820148473,-10.3504494988036,9.67631252498347
"rend_polpa_pct","204",-0.830993449006639,5.00557246105384,-10.7371461469016,8.23606249712295
"rend_polpa_pct","208",-2.14143178438696,4.89956353130982,-13.0498752439164,6.56634514693393
"rend_polpa_pct","209",-0.86951723193028,5.14630685981468,-11.6913039422449,9.36174220938865
"rend_polpa_pct","210",-0.494579287602349,4.6350061705008,-9.88041226594648,8.30755954733776
"rend_polpa_pct","212",-0.560597286473323,5.10721799000916,-10.9369197078485,9.37314814951982
"rend_polpa_pct","22",-0.58075598454046,5.05645951024512,-11.3218846912229,8.79488220415713
"rend_polpa_pct","221",0.717940458089058,4.85125528556508,-9.06079173152975,10.144849613179
"rend_polpa_pct","222",1.16436909746867,4.89026116255782,-8.05610952007103,11.2954707217856
"rend_polpa_pct","223",1.68278961607235,4.61435374994576,-7.05877299650924,10.7056934688701
"rend_polpa_pct","23",-0.619912668092151,4.92882188027781,-10.208685162437,8.7948188087168
"rend_polpa_pct","232",0.936761793183721,4.92107782663668,-8.88696638702926,10.902955901098
"rend_polpa_pct","233",1.12691246398185,4.85160067546205,-8.43332362738452,11.3594371421123
"rend_polpa_pct","235",0.943347189932871,4.93535564906708,-8.62802716238788,11.7381318661938
"rend_polpa_pct","236",0.953028176846895,4.94874407138926,-8.29575792807528,11.56569643377
"rend_polpa_pct","237",0.837199714520773,5.00639848187015,-9.0509667315205,10.8950538950727
"rend_polpa_pct","24",-0.720765478250047,5.08093300137221,-10.9770080506875,8.93067570625023
"rend_polpa_pct","240",1.07902961777213,4.76412516220777,-8.42447796255902,10.9365024867045
