"variavel","sigma2_parcela","sigma2_individuo","sigma2_e","sigma2_total","repetibilidade","CVg","CVe","CVr","media"
"comp_mm",6.0134,30.944,44.5409,81.4983,0.3797,7.76,9.31,0.8335,71.7
