"variavel","sigma2_a","sigma2_pe","sigma2_p","sigma2_e","sigma2_f","h2_restrita","H2_Cullis","repetibilidade","acuracia","CVg_pct","CVr_pct","media_y"
"comp_mm",3.4137,29.3327,5.3166,44.438,82.5009,0.0414,NA,0.4243,NA,2.58,9.3,71.7013
