"sigma2_g","sigma2_e","h2_g","rep","sigma2_beta"
52.0222289103062,40.6326932338484,0.561462118864758,0.399101712142228,16.434014765849
97.6154167901537,33.0732252331805,0.74693114320313,0.590122321563458,12.3030057391663
58.7204448075555,54.9592616211047,0.516542896285588,0.363089906778475,7.42512408535779
75.5162976307179,49.2234299386066,0.605390913562397,0.452447098195517,20.1507662011927
52.3233713749608,41.0917942463452,0.560116454613735,0.385215749371986,2.56577678418645
115.814633050229,34.9834099656573,0.768011512178764,0.63260996673234,3.33635738801917
44.7286070964991,46.7023213715937,0.489206528315069,0.355056545918972,18.2885011565348
42.4968650855547,42.377117604692,0.500705442805128,0.336084934057228,5.10539146937921
37.2862602269226,37.8734100172122,0.496093983725697,0.342504115784837,0.276428496774058
104.514267589108,36.9458644789846,0.73882489759588,0.592826898904157,0.00974059073018041
64.0230441507925,48.4429630303244,0.569265734202592,0.382527406126397,0.0542245471510375
54.5900374946746,47.5236228480541,0.534600731297376,0.395790713819787,0.0649430441415942
90.6560634700828,41.6424918756425,0.685238498887448,0.560822521417781,0.114826860284636
66.4345944362776,40.0248558867415,0.62403660957014,0.450494971358104,0.0272394657053565
62.5060357946025,57.8641331086179,0.519281781891146,0.387535432536148,0.00586443534122196
60.4445882341892,40.3357753665736,0.59976553045232,0.434833102659502,0.002166812794515
158.270165551641,37.5283836555627,0.808331656145989,0.674122250467244,0.0930152272894119
115.69802444554,30.1214805709935,0.793433117417466,0.679821731943835,0.0858054085293015
70.7207696299806,42.6743591139501,0.623666734306396,0.44869451493952,0.00568239199758821
50.1818444892072,49.8016050852707,0.501901511727965,0.36307917263815,0.362432738580142
65.7809138817321,36.0463028893955,0.646005223039581,0.467262290912076,0.273879085150745
42.7255548904667,43.0949561024574,0.497847826774061,0.365713055490474,0.00607433044604846
57.5710655315036,43.2699442371002,0.570909252729716,0.396143416688807,0.0128155606087882
70.7067480926497,35.8130992239614,0.663789423979238,0.504702326815524,0.418936795798381
75.49482760937,40.4762487220421,0.65097979597626,0.49722090056838,18.6493028794517
27.1769057524122,40.8655812021187,0.399410823572235,0.254528419420615,3.1880580803272
42.6071460701338,46.4911029474381,0.478204078530554,0.309510106770695,2.74478521162841
82.2451121136145,45.0467094008244,0.646114661060808,0.49766449341782,7.94917424578168
54.6125982164283,43.4629529682779,0.556842123819178,0.414046163933734,2.09772630123249
73.7902661547539,51.4883281456011,0.589009372006857,0.442708069776144,7.47552520307827
52.3895506445149,43.0509385853636,0.548923743656942,0.371473237289572,15.4441104886029
87.315570042941,36.8361279260123,0.703297429446161,0.558686275031992,36.4717118874684
86.8803352101784,29.6619957676099,0.74548307452969,0.613834012149761,21.4637920195897
71.6388835005397,35.9894810349157,0.665613417148415,0.517242369145752,5.98660340865076
59.3092098730628,40.7777251329874,0.592576941930309,0.420348075431559,10.4681287859251
69.9179616572261,35.5362283178839,0.663017388628452,0.493822550614895,12.7564158373553
81.9131688703954,54.754650894938,0.599359593290103,0.435718193752577,25.2334962545218
81.2407563950614,47.5397671841121,0.630846607368505,0.457401891690387,2.88367231171988
29.441824133241,60.7997226721198,0.326255756638826,0.212260183963019,4.94202523986065
59.8036205890708,48.722185332835,0.551054379011983,0.405434445765357,9.93662157050137
62.6840355072693,33.2423386446581,0.653459865041817,0.478626538233977,4.26028797896284
51.7037407312136,43.3675398410469,0.54384184603378,0.394338807435511,0.665325343821476
36.443621029193,46.1307330877215,0.441343095189017,0.305069812655179,25.9659512655758
36.6150429314078,61.7619750036648,0.372191022862405,0.265760629278368,7.13526741314944
52.6152558793295,40.0083412873394,0.568054550771252,0.40833898181325,12.932992227756
64.45141472796,44.3960976158579,0.592125748582811,0.429391327448981,16.3467098800671
58.695166056732,43.4702778468153,0.574510948262948,0.401037750254498,0.605941364989679
62.6592036379562,45.0975061258525,0.581487721509858,0.428382246811104,0.0648937742813985
92.3681058952351,38.0749351391059,0.708110644790303,0.581019136968608,0.643908365751884
49.6994859457996,40.3461189455029,0.551936832517187,0.391927672699004,0.163177261713582
51.9283268618786,46.0780926911154,0.529846178431199,0.387021624491652,0.628782388751395
92.3438093867633,44.7342956228317,0.673658345220774,0.528663417161446,24.77830562925
85.2414263035809,42.0683294151145,0.669559263721556,0.499857320195036,10.8249525700659
42.333529567627,41.5819412373132,0.504478246520602,0.347179636594703,12.0707001691771
63.4678098631595,46.7384014207437,0.575900478963563,0.433625049374039,4.03477136275931
105.117563611558,36.353889290971,0.743030211784012,0.59085384683586,8.21074998306136
65.8521449226239,44.3889247584501,0.597346752105484,0.428839269501489,5.78612060722561
62.5230917149167,47.9033282885332,0.566196855000491,0.43358216855469,3.64163346267297
52.5061667063541,53.175660647705,0.496832502057767,0.415979420343832,5.97338198949634
101.452558305087,41.3673232877819,0.710353188740865,0.564169884475139,4.08768263132188
63.7319142572374,41.3782923646078,0.606334211543562,0.455041678987009,24.4657181331804
89.4583773191789,43.0666101913182,0.675030264100897,0.514216885789084,9.85018793040579
38.0601039224111,40.2537260217347,0.485994669773601,0.332294536209206,13.5363418305808
58.2405404943443,46.6247633615252,0.555384272517744,0.413210628478859,27.4177287751554
45.1774040237434,51.6708870368271,0.466476006225951,0.320798057582668,18.9217224490447
61.6021203866686,62.2025222312202,0.497575204645577,0.346336604310715,16.5277708578591
118.163562503953,33.5885044895146,0.778661963853445,0.643337713936625,2.40355603999433
55.7074414350854,41.4411497852737,0.573425108231636,0.390650354134917,14.062282624821
44.1823970899975,57.3448646283994,0.435177668955013,0.296969023674649,8.04161263438858
86.8360459451959,38.31003597875,0.693877463922267,0.534228588840645,41.8955681515368
58.9718513848551,33.5783761252889,0.637187535583221,0.466984963656499,29.7200545720841
64.0663112470173,39.984585183866,0.615720896643825,0.463102085924931,0.311879319050193
56.232129421747,47.8343837571302,0.540347972695992,0.404640095880076,22.9020236537175
92.4487050379086,36.6310672617309,0.71621372885058,0.580369826068373,26.0890122901509
80.8093972816699,48.0892071444413,0.626922204793865,0.468599953508585,18.4551622690274
82.1511237487439,37.2890136810569,0.687801651241627,0.536910222288401,18.7674534081981
56.227011469425,41.6238569267284,0.574619442740023,0.408226228318944,21.201777613206
38.5637895024567,55.3503576671433,0.410628117964104,0.276572607927787,3.82567819398301
69.5464257790366,45.4964411438778,0.604526187839502,0.485245217842803,8.056822934257
40.1835475617,46.8954860421862,0.46146065130317,0.353179099323429,26.3470062643024
25.4427514955094,48.9353309256621,0.342073238073522,0.210379822753014,2.29981595907809
60.7300426564757,53.6801157047068,0.530809881975309,0.361957936708199,1.11317577737286
70.3491858836198,37.5115223376276,0.652222547429573,0.50701954309186,3.9540815471787
42.3231837756809,43.0606513771883,0.49568145656501,0.326760097717392,5.41759292319843
102.416066227538,32.0660362599027,0.761559079856762,0.607714510569349,13.5226018036128
96.8042358304026,45.9641530829665,0.678050908658378,0.524417249736634,5.82893245525607
82.9770652765431,48.5403243625718,0.630920865326122,0.465314851546586,5.39536371983899
80.7787330459648,43.1144292942214,0.652003157560563,0.501971618485667,8.58092648170854
53.4309361366892,48.4494968850327,0.524447477812518,0.360289578013438,15.1666105916275
67.7535085614303,40.9646750990325,0.623203095197313,0.443289621649057,22.1429077718865
76.0599800190197,69.6120807051455,0.522131557972821,0.374371879475373,10.550228133095
52.2523291776771,46.4914378024706,0.529170911498468,0.364133964318428,19.3276194606233
36.0108145071358,44.8026794489821,0.445603979537005,0.300225097570319,16.5585502218117
36.318939577693,46.6530708908731,0.437725196395625,0.311756103771372,8.72266446482002
41.565142667022,40.0766906864889,0.50911574323722,0.330279109769441,5.68145411160484
45.3791867577674,63.5973478436053,0.41641245910196,0.288598897640256,4.74052914430889
45.1905376695819,36.3425781666648,0.554259912749364,0.404048103335733,2.1801459360142
97.5443627787826,37.7751790436399,0.720844613165986,0.583299884757329,0.0599076542006043
44.726171837785,47.8136835236373,0.483317935424722,0.352255177229559,0.191079449192957
43.1298395323888,57.202929537081,0.429867927820531,0.298082764163138,0.937809618303265
88.0308752099811,42.9672361924109,0.672001101905761,0.523668318228261,1.02099210919035
54.8681978128462,45.1150826142871,0.548773730752249,0.401432792094312,15.2456629139072
87.6591859345865,52.0886229925368,0.627266979050095,0.452117398159072,19.6772328865937
93.1775908189988,34.4693714899249,0.729963244981074,0.596563015378015,22.2007257494959
58.0204659454881,55.2674195491498,0.51215066546753,0.370769823263293,20.8922330502379
47.4491415681465,38.935395360683,0.549278183979141,0.417233312425952,19.9386505923919
91.8913143067282,44.0292286710042,0.676066415668915,0.520006695016591,16.5396973148847
83.172220007507,36.4284593606522,0.69541594953222,0.550636944851529,13.2251752259673
98.5531087387657,38.6810355391607,0.718138399574789,0.579957761601882,3.57459036356812
74.1338036452569,56.5306146812697,0.567360300491283,0.419679810836209,1.51724721942126
62.6372573011451,49.7115502598941,0.557524896444622,0.415408464949815,8.67734451663049
53.5283661071512,59.2092890937478,0.474804678275093,0.344588843783021,9.11083730308737
47.9556493847234,54.7158971195253,0.46707828037575,0.319882815555866,13.9510033273638
85.99229684078,45.06471653148,0.656144182047883,0.498397978865253,2.05785319669482
69.0635802823053,40.3406577333667,0.631269697910716,0.488145311471927,20.6929629132347
48.962089686045,47.1883203659268,0.509223930085995,0.387306196168042,15.4783225563997
53.48127296479,48.0752018928125,0.526616082724206,0.348921068883806,8.16810006547007
84.5604366739907,33.8835867773461,0.713927425040004,0.554006167607523,0.547768327704806
46.9902801284265,54.29239574142,0.463951803453648,0.320328520583479,0.761253320767631
76.0834734868278,38.0966575305482,0.666345999158552,0.50672702797832,23.6051585035109
48.1428018522568,56.7261694445278,0.459075751930571,0.306712093376983,2.47972768387445
68.0522172206284,38.8651868715897,0.636493354832411,0.473775831998463,12.9213585036915
78.5525489415024,36.8104455427325,0.680916348372329,0.525737463892151,12.1986833680933
40.9193472285005,46.0252130900742,0.470637232261195,0.319326255545488,15.6229046422099
21.9425414812539,48.3956991815404,0.311957496725683,0.214202261378715,3.96510969219119
56.5083714289778,41.4071207486133,0.577113694393606,0.414399256136666,1.3259050523512
63.7929052640047,34.1782885557473,0.651139409216257,0.46934997422661,2.88963172556651
49.499656523916,49.6416022091798,0.499284124051491,0.340007278932947,6.21151999204817
75.287997794595,34.932431114842,0.683067545095979,0.520982676805291,33.4599485570676
80.5747081837421,38.335461970369,0.677609897280568,0.517639048730604,31.357793147547
76.3764050041646,40.8777192728701,0.651374998321689,0.476664380707193,24.6062860256487
