"individuo","mu_max","t_pico","slope_up","slope_down","t_surv_obs","evento","area_beta","estab","taxa_final","prop_acima","n_aval","familia","mu_max_sc","t_pico_sc","slope_up_sc","area_beta_sc","estab_sc","t_surv_sc","prop_acima_sc","BDSIP"
226,2,98,0.00595238095238095,0.00259989053092502,476,0,95.8556666666667,0.247058823529412,2,0,35,NA,-0.861930692964181,-0.845710807837719,0.0386199298908044,-0.732726250557135,-0.552212546979492,-0.715109849896159,-0.597738453182839,-0.564671882101232
227,2,196,0.00178571428571429,-1.65827362908394e-18,476,0,95.8556666666667,0.247058823529412,2,0,35,NA,-0.861930692964181,-0.00704759006531424,-0.858487646970702,-0.732726250557135,-0.552212546979492,-0.715109849896159,-0.597738453182839,-0.744093397473534
229,2,0,0,0.00228091236494598,476,0,102.834666666667,0.231932773109244,2,0,35,NA,-0.861930692964181,-1.68437402561012,-1.24296232276849,-0.490700684016848,-0.649001214617448,-0.715109849896159,-0.597738453182839,-0.791940952852626
230,2,98,0.00595238095238095,0.00215028540151693,476,0,100.508333333333,0.240336134453782,2,0,35,NA,-0.861930692964181,-0.845710807837719,0.0386199298908044,-0.57137587286361,-0.595229732596361,-0.715109849896159,-0.597738453182839,-0.541005243685901
231,2,84,0.00765306122448979,0.00221674876847291,476,0,100.508333333333,0.240336134453782,2,0,35,NA,-0.861930692964181,-0.965519838948063,0.404786287793461,-0.57137587286361,-0.595229732596361,-0.715109849896159,-0.597738453182839,-0.46777197210537
232,2,98,0.00595238095238095,0.00132926733911956,476,0,109.813666666667,0.221848739495798,2,0,35,"1",-0.861930692964181,-0.845710807837719,0.0386199298908044,-0.248675117476562,-0.713526993042752,-0.715109849896159,-0.597738453182839,-0.50012454469777
233,2,210,0.00157563025210084,-2.07147569198068e-19,476,0,91.203,0.252100840336134,2,0,35,"1",-0.861930692964181,0.112761441045029,-0.903719961770443,-0.894076628250659,-0.51994965776684,-0.715109849896159,-0.597738453182839,-0.778957358129656
234,2,98,0.00595238095238095,0.00259989053092502,476,0,95.8556666666667,0.247058823529412,2,0,35,NA,-0.861930692964181,-0.845710807837719,0.0386199298908044,-0.732726250557135,-0.552212546979492,-0.715109849896159,-0.597738453182839,-0.564671882101232
235,2,42,0.0214285714285714,0.0021339547549225,476,0,105.161,0.231932773109244,2,0,35,"1",-0.861930692964181,-1.32494693227909,3.37073378680498,-0.410025495170086,-0.649001214617448,-0.715109849896159,-0.597738453182839,0.146933306831421
236,2,210,0.00157563025210084,-2.07147569198068e-19,476,0,91.203,0.252100840336134,2,0,35,"1",-0.861930692964181,0.112761441045029,-0.903719961770443,-0.894076628250659,-0.51994965776684,-0.715109849896159,-0.597738453182839,-0.778957358129656
237,2,210,0.00157563025210084,-2.07147569198068e-19,476,0,91.203,0.252100840336134,2,0,35,"1",-0.861930692964181,0.112761441045029,-0.903719961770443,-0.894076628250659,-0.51994965776684,-0.715109849896159,-0.597738453182839,-0.778957358129656
238,2,98,0.00595238095238095,0.00226757369614513,476,0,91.203,0.252100840336134,2,0,35,NA,-0.861930692964181,-0.845710807837719,0.0386199298908044,-0.894076628250659,-0.51994965776684,-0.715109849896159,-0.597738453182839,-0.590489379797407
