"individuo","mu_max","t_pico","slope_up","slope_down","t_surv_obs","evento","area_beta","estab","taxa_final","prop_acima","n_aval","familia","mu_max_sc","t_pico_sc","slope_up_sc","area_beta_sc","estab_sc","t_surv_sc","prop_acima_sc","BDSIP"
148,2,210,0.00157563025210084,-2.07147569198068e-19,476,0,91.203,0.252100840336134,2,0,35,"3",-0.861930692964181,0.112761441045029,-0.903719961770443,-0.894076628250659,-0.51994965776684,-0.715109849896159,-0.597738453182839,-0.778957358129656
149,2,210,0.00157563025210084,-2.07147569198068e-19,476,0,91.203,0.252100840336134,2,0,35,"3",-0.861930692964181,0.112761441045029,-0.903719961770443,-0.894076628250659,-0.51994965776684,-0.715109849896159,-0.597738453182839,-0.778957358129656
150,3,364,0.00449154020582592,-0.00238095238095238,364,1,112.203,0.504201680672269,3,0.142857142857143,35,"3",0.906513315014053,1.43066078325881,-0.275907582666604,-0.16581514417758,1.09319480286575,0.0647121170009125,0.52076245626319,0.324539501607307
154,3,280,0.00510204081632653,-0.00357142857142857,280,1,144.855666666667,0.727731092436975,3,0.314285714285714,35,"3",0.906513315014053,0.711806596596747,-0.144463249060523,0.966550545613382,2.52351622462665,0.649578592173716,1.86296354759842,0.980339085673456
157,4,462,0.00323038306231584,7.1640955308858e-17,98,1,156.417333333333,0.588235294117647,4,0.171428571428571,35,"3",2.67495732299229,2.26932400103121,-0.547442053640024,1.36749895156695,1.63090962307662,1.91678928838146,0.744462638152396,1.40854262647546
161,3,84,0.0178571428571429,-0.00214637579169599,84,1,233.396333333333,0.549579831932773,3,0.6,35,"2",0.906513315014053,-0.965519838948063,2.6017844352094,4.03706279835083,1.38356080577962,2.01426703424359,4.09996536649048,2.1886376777195
162,3,462,0.00250389248997891,5.37307164816435e-17,462,1,126.119,0.270944741532977,3,0.0588235294117647,34,"2",0.906513315014053,2.26932400103121,-0.703859700910882,0.316779465934847,-0.399371182931677,-0.617632104034025,-0.13717925517565,-0.099514041385537
167,2,210,0.00157563025210084,-2.07147569198068e-19,476,0,91.203,0.252100840336134,2,0,35,"2",-0.861930692964181,0.112761441045029,-0.903719961770443,-0.894076628250659,-0.51994965776684,-0.715109849896159,-0.597738453182839,-0.778957358129656
168,3,336,0.00467032967032967,0.00194805194805194,336,1,144.799666666667,0.492436974789916,3,0.2,35,NA,0.906513315014053,1.19104272103812,-0.237413170681966,0.964608514989188,1.01791472803623,0.25966760872518,0.968162820041602,0.582258199216537
172,2,168,0.00235478806907378,-9.9785252359867e-19,476,0,105.161,0.231932773109244,2,0,35,"2",-0.861930692964181,-0.246665652286001,-0.735962750287891,-0.410025495170086,-0.649001214617448,-0.715109849896159,-0.597738453182839,-0.674406000587153
