"","ALLSKY_SFC_SW_DWN_mean","GDD_mean","PETP_mean","PRECTOT_mean","RH2M_mean","T2M_MAX_mean","T2M_mean","T2M_MIN_mean","T2MDEW_mean","VPD_mean","WS2M_mean"
"inverno_2018",-0.988909932114421,-1.31834274700299,0.780909628570941,-0.8886328484876,1.09311996595678,-1.21916273664039,-1.32414161457424,-1.40205150174517,-1.32306265156792,-1.07305393470205,-0.641711593287841
"inverno_2019",-0.980168014114921,-0.812971221244221,0.273973927263989,-1.59671819715193,0.313567143776002,-0.776346878726089,-0.815495639880695,-0.836431123084032,-0.904069150931132,-0.653602218723102,-0.905485890034769
"outono_2019",-0.221393529747231,0.323538482593599,0.56059043505383,0.419822122926513,0.907006057806316,0.0678762431668047,0.32837053693682,0.609569436108163,0.776258591076785,-0.389268832699158,-1.03722253957023
"primavera_2018",-0.23768463106627,-0.351460515724536,0.891752096141913,0.829946651129884,0.0160353545868035,-0.393934953051315,-0.343033897277257,-0.29468301001324,-0.380945079060389,-0.348420647653411,1.4186968830304
"verao_2018",1.15143744637364,0.935225313552203,-1.07677459097485,0.74512696328562,-0.87329113861059,0.993010402082532,0.943713408031326,0.847538699162295,0.858079601725546,0.995600925364482,0.595408921641398
"verao_2019",1.2767186606692,1.22401068782595,-1.43045149605583,0.490455308297517,-1.45643738351532,1.32855792316846,1.21058720676405,1.07605749957198,0.973738688757107,1.46874470841324,0.570314218221042
