"env","LON","LAT","DOY","YYYYMMDD","daysFromStart","T2M","T2M_MAX","T2M_MIN","T2MDEW","ALLSKY_SFC_LW_DWN","ALLSKY_SFC_SW_DWN","ALLSKY_SFC_SW_DNI","ALLSKY_SFC_PAR_TOT","ALLSKY_SFC_UVA","ALLSKY_SFC_UVB","PRECTOT","EVPTRNS","QV2M","RH2M","GWETROOT","GWETTOP","FROST_DAYS","WS2M","P_ETP","VPD","N","RTA","n","TH1","TH2","PAR_TEMP"
"verao_2019",-41.3433,-21.7136,39,2019-02-08,39,27.17,33.47,23.43,21.71,35.18,22.05,19.39,10.46,1.42,0.04,2.29,1.65,16.34,75.3,0.6,0.61,0,1.76,0.64,1.42620985543876,12.956,40.7,6.172,77.7942199,76.1856,0.384983437615017
"verao_2019",-41.3433,-21.7136,40,2019-02-09,40,27.64,33.78,23.49,22.24,34.83,23.12,22.25,11.02,1.49,0.05,1.87,1.57,16.82,75.34,0.6,0.58,0,2.18,0.3,1.39121609882434,12.937,40.613,7.088,78.53051624,76.8464,0.398697539797395
"verao_2019",-41.3433,-21.7136,41,2019-02-10,41,28.04,33.75,23.63,22.13,34.6,25.22,25.72,11.95,1.59,0.05,2.48,1.41,16.72,73.3,0.6,0.59,0,3.27,1.07,1.41697594122623,12.919,40.523,8.2,78.8782868,77.2068,0.426176890156919
"verao_2019",-41.3433,-21.7136,42,2019-02-11,42,29.17,36.23,24.1,20.69,34.68,26.35,26.25,12.41,1.63,0.05,0.08,1.33,15.36,64.43,0.59,0.56,0,4.08,-1.25,2.0690188021975,12.9,40.431,8.375,79.32049869,77.8184,0.425437092903668
"verao_2019",-41.3433,-21.7136,43,2019-02-12,43,29.53,37.36,22.71,19.97,34.8,24.09,18.3,11.23,1.49,0.05,0.03,1.04,14.77,61.6,0.58,0.54,0,2.49,-1.01,2.24570311708313,12.881,40.336,5.844,79.4190752,77.9192,0.380291229258381
"verao_2019",-41.3433,-21.7136,44,2019-02-13,44,25.57,28.84,22.45,22.55,36.01,8.43,1.85,4.34,0.63,0.02,19.01,0.14,17.14,83.81,0.6,0.67,0,3.19,18.87,0.609163282378936,12.862,40.24,0.591,76.24278483,74.888,0.169730152522487
"verao_2019",-41.3433,-21.7136,45,2019-02-14,45,24.86,29.46,21.7,19.15,35.11,15.58,6.26,7.6,1.08,0.03,0.19,2.36,13.83,72.25,0.61,0.6,0,3.02,-2.17,1.13660697490281,12.843,40.14,2.003,73.8865865,72.954,0.305711987127916
"verao_2019",-41.3433,-21.7136,46,2019-02-15,46,25.79,31.19,21.86,19.38,35.38,15.4,4.35,7.53,1.06,0.03,0.18,1.83,14.06,69.25,0.6,0.58,0,1.98,-1.65,1.33136155166326,12.824,40.039,1.393,74.96812925,73.9668,0.291973633191159
"verao_2019",-41.3433,-21.7136,47,2019-02-16,47,27.98,34.19,23.71,22.65,35.95,6.55,0.57,3.44,0.5,0.02,4,1.22,17.33,75.18,0.6,0.58,0,1.8,2.78,1.40352519287303,12.805,39.935,0.183,79.03807036,77.334,0.122944960686204
"verao_2019",-41.3433,-21.7136,48,2019-02-17,48,28.64,34.78,24.45,22.89,36.33,18.72,6.19,9.03,1.23,0.04,14.07,2.62,17.6,74.44,0.62,0.67,0,1.94,11.45,1.51922047246841,12.785,39.829,1.987,79.95989984,78.0804,0.315293296089385
"verao_2019",-41.3433,-21.7136,49,2019-02-18,49,29.17,35.81,24.54,23.42,36.03,20.55,11.97,9.85,1.31,0.04,20.15,3.12,18.19,74.84,0.63,0.7,0,1.65,17.03,1.5990215548442,12.765,39.72,3.847,80.83809972,78.8012,0.337675694206376
"verao_2019",-41.3433,-21.7136,50,2019-02-19,50,27.52,30.71,24.85,24.52,35.96,20.67,11.47,9.92,1.34,0.04,13.29,3.52,19.31,84.33,0.66,0.75,0,1.9,9.77,0.700916168803923,12.746,39.609,3.691,79.50754984,77.5472,0.36046511627907
"verao_2019",-41.3433,-21.7136,51,2019-02-20,51,28.59,33.36,24.94,24.56,36.08,21.6,12.54,10.31,1.39,0.04,3.18,5.95,19.38,80.14,0.65,0.67,0,1.46,-2.77,1.05881347749945,12.726,39.496,4.041,80.68078574,78.6316,0.360615599860091
"verao_2019",-41.3433,-21.7136,52,2019-02-21,52,27.24,29.83,25.16,24.46,35.88,17.78,10.9,8.55,1.16,0.04,5.98,2.55,19.18,85.19,0.65,0.68,0,1.2,3.43,0.632656521721561,12.706,39.38,3.517,79.15592844,77.2456,0.313876651982379
"verao_2019",-41.3433,-21.7136,53,2019-02-22,53,28.36,33.37,24.39,23.82,34.81,27.55,31.52,12.97,1.68,0.05,0.55,6.94,18.44,78.28,0.64,0.64,0,1.85,-6.39,1.14311792868067,12.686,39.262,10.184,80.05576592,78.1352,0.457334273624824
"verao_2019",-41.3433,-21.7136,54,2019-02-23,54,29.37,35.9,24.32,23.4,34.88,26.58,28.94,12.5,1.63,0.05,0.25,6,18.06,73.6,0.63,0.61,0,1.78,-5.75,1.59691289422567,12.665,39.142,9.364,80.9650568,78.994,0.425604358188628
"verao_2019",-41.3433,-21.7136,55,2019-02-24,55,30.1,37.31,24.4,22.98,34.87,27.5,30.32,12.91,1.68,0.05,0.11,4.28,17.69,69.3,0.62,0.59,0,2.12,-4.17,1.91282428038826,12.645,39.019,9.826,81.421807,79.5728,0.42890365448505
"verao_2019",-41.3433,-21.7136,56,2019-02-25,56,30.48,37,25.44,23.38,35.64,26.31,27.91,12.36,1.61,0.05,0.9,2.85,18.13,68.97,0.61,0.58,0,1.66,-1.95,1.88856251009565,12.625,38.894,9.06,81.93792544,80.0968,0.405511811023622
"verao_2019",-41.3433,-21.7136,57,2019-02-26,57,28.85,33.75,26,23.78,35.89,24.45,21.94,11.6,1.54,0.05,10.59,1.31,18.54,76.23,0.61,0.65,0,1.55,9.28,1.35876552324155,12.604,38.766,7.133,80.54004145,78.6108,0.40207972270364
"verao_2019",-41.3433,-21.7136,58,2019-02-27,58,27.7,30.96,25.13,23.87,36.1,21.55,13.32,10.23,1.38,0.04,8.19,2.22,18.56,80.66,0.63,0.68,0,1.94,5.97,0.876638853279884,12.584,38.636,4.338,79.3220118,77.4932,0.369314079422383
"verao_2019",-41.3433,-21.7136,59,2019-02-28,59,27.82,31.88,24.56,23.64,35.94,20.01,13.33,9.53,1.29,0.04,8.69,2.4,18.32,79.39,0.63,0.67,0,1.51,6.29,0.984084398726789,12.563,38.504,4.349,79.34686502,77.5304,0.342559309849029
"outono_2019",-41.3433,-21.7136,60,2019-03-01,1,28.15,32.89,24.75,23.72,35.69,23.67,18.79,11.22,1.48,0.05,13.51,5.69,18.39,78.57,0.65,0.73,0,2.53,7.82,1.12588020597187,12.543,38.37,6.142,79.76227045,77.8892,0.398579040852576
"outono_2019",-41.3433,-21.7136,61,2019-03-02,2,27.14,31.05,24.54,23.23,35.47,23,19.02,10.9,1.45,0.05,3.51,4.05,17.82,80.3,0.65,0.67,0,2.67,-0.54,0.944913660935299,12.522,38.234,6.229,78.3759858,76.7028,0.401621223286662
"outono_2019",-41.3433,-21.7136,62,2019-03-03,3,27.65,32.89,23.77,22.77,34.44,25.97,27.76,12.18,1.59,0.05,0.65,6.36,17.36,77.07,0.64,0.63,0,3.65,-5.71,1.20045259262406,12.501,38.095,9.11,78.77224645,77.0472,0.440506329113924
"outono_2019",-41.3433,-21.7136,63,2019-03-04,4,27.3,32.7,23.12,22.41,34.12,24.85,21.28,11.68,1.54,0.05,0.46,5.08,16.94,77,0.63,0.61,0,3.14,-4.62,1.17723861023765,12.481,37.954,6.998,78.21279,76.5676,0.427838827838828
"outono_2019",-41.3433,-21.7136,64,2019-03-05,5,27.28,32.28,24.04,23.15,35.19,21.79,18.55,10.41,1.39,0.04,3.02,3.13,17.72,80.29,0.63,0.62,0,2.58,-0.11,1.07574494116384,12.46,37.811,6.113,78.59941088,76.814,0.381598240469208
"outono_2019",-41.3433,-21.7136,65,2019-03-06,6,26.71,30.45,24.33,23.22,34.69,23.67,22.95,11.32,1.5,0.05,2.02,1.96,17.76,82.42,0.63,0.62,0,2.94,0.0600000000000001,0.851609578952869,12.439,37.666,7.579,77.94327818,76.2692,0.423811306626732
"outono_2019",-41.3433,-21.7136,66,2019-03-07,7,27.26,31.48,23.67,23.27,34.27,24.79,27.19,11.74,1.54,0.05,0.56,2.48,17.8,80.35,0.62,0.6,0,2.72,-1.92,0.915399207792851,12.418,37.518,9,78.5749259,76.8372,0.430667644900954
"outono_2019",-41.3433,-21.7136,67,2019-03-08,8,27.75,33.59,23.08,22.65,34.11,26.09,30.35,12.27,1.6,0.05,0.07,2.99,17.21,76.54,0.62,0.59,0,2.61,-2.92,1.26049203469194,12.397,37.369,10.068,78.8597315,77.104,0.442162162162162
"outono_2019",-41.3433,-21.7136,68,2019-03-09,9,27.87,32.91,24.1,23.45,34.75,25.53,28.98,12.1,1.58,0.05,0.24,1.75,18.08,78.87,0.61,0.58,0,2.14,-1.51,1.11648659903352,12.376,37.217,9.637,79.35754831,77.512,0.434158593469681
"outono_2019",-41.3433,-21.7136,69,2019-03-10,10,28.64,34.83,24.45,23.05,35.43,22.95,22.46,10.87,1.44,0.04,0.59,1.92,17.69,74.62,0.61,0.58,0,1.79,-1.33,1.49977274949847,12.355,37.064,7.487,79.98519632,78.138,0.379539106145251
"outono_2019",-41.3433,-21.7136,70,2019-03-11,11,27.12,30.98,24.53,23.4,35.08,19.93,14.36,9.51,1.28,0.04,5.48,0.86,18.03,81.44,0.61,0.62,0,1.19,4.62,0.905664096613691,12.334,36.908,4.799,78.48694272,76.744,0.350663716814159
"outono_2019",-41.3433,-21.7136,71,2019-03-12,12,26.71,30.48,24.5,23.03,35.02,21.29,17.59,10.13,1.34,0.04,2.89,1,17.61,81.49,0.62,0.63,0,1.17,1.89,0.903401329084762,12.313,36.751,5.893,77.83034921,76.2008,0.379258704605017
"outono_2019",-41.3433,-21.7136,72,2019-03-13,13,27.81,32.78,24.15,22.97,35.13,24.01,24.6,11.38,1.48,0.04,0.59,1.74,17.57,77.09,0.62,0.6,0,2.01,-1.15,1.18526474835166,12.292,36.592,8.264,79.02657171,77.2792,0.409205321826681
"outono_2019",-41.3433,-21.7136,73,2019-03-14,14,29.09,35.71,24.19,22.44,35.69,22.07,19.4,10.53,1.41,0.04,1.15,2,17.13,70.6,0.61,0.59,0,1.48,-0.85,1.71688665400376,12.271,36.431,6.534,80.0992646,78.3684,0.361980061876934
"outono_2019",-41.3433,-21.7136,74,2019-03-15,15,27.9,32.21,24.93,23.74,35.7,19.29,16.26,9.21,1.22,0.04,7.35,1.32,18.43,79.8,0.61,0.63,0,1.27,6.03,1.04534116034702,12.25,36.268,5.492,79.529158,77.6464,0.33010752688172
"outono_2019",-41.3433,-21.7136,75,2019-03-16,16,27.24,31.8,24.38,23.52,35.94,16.61,12.25,8.06,1.1,0.03,7.92,2.93,18.15,81.57,0.63,0.66,0,1.34,4.99,0.977925003426896,12.229,36.103,4.149,78.69736132,76.9072,0.295888399412629
"outono_2019",-41.3433,-21.7136,76,2019-03-17,17,27.24,30.35,25.06,23.63,35.82,19.32,13.86,9.3,1.24,0.04,6.34,1.77,18.28,81.66,0.63,0.66,0,0.83,4.57,0.835738700089609,12.208,35.937,4.708,78.70876216,76.9468,0.341409691629956
"outono_2019",-41.3433,-21.7136,77,2019-03-18,18,27.24,29.95,24.69,24.41,35.82,21.84,19.36,10.45,1.37,0.04,7.18,1.66,19.2,85.19,0.64,0.68,0,1.69,5.52,0.612170111153225,12.187,35.769,6.596,79.15592844,77.2276,0.383627019089574
"outono_2019",-41.3433,-21.7136,78,2019-03-19,19,27.56,30.1,25.23,25.07,35.8,20.3,14.52,9.66,1.27,0.04,14.62,1.63,20.03,86.61,0.65,0.74,0,1.41,12.99,0.558421457441396,12.166,35.6,4.962,79.86938884,77.7852,0.350507982583454
"outono_2019",-41.3433,-21.7136,79,2019-03-20,20,26.77,30.71,23.69,23.68,35.82,16.75,8.94,8.04,1.08,0.03,4.96,4.96,18.42,83.93,0.66,0.7,0,2.5,0,0.746789631042364,12.145,35.429,3.065,78.22509039,76.4948,0.300336197235712
"outono_2019",-41.3433,-21.7136,80,2019-03-21,21,24.97,28.22,23.56,22.21,35.02,11.5,1.54,5.73,0.8,0.02,7.23,2.7,16.77,84.93,0.66,0.7,0,2.99,4.53,0.689332554724481,12.124,35.256,0.53,75.37566079,74.1656,0.229475370444533
"outono_2019",-41.3433,-21.7136,81,2019-03-22,22,24.4,27.31,22.91,20.73,34.57,7.43,1.13,3.83,0.56,0.02,5.71,3.71,15.25,80.48,0.66,0.7,0,4.02,2,0.766357245133676,12.103,35.082,0.39,73.9961088,73.0628,0.156967213114754
"outono_2019",-41.3433,-21.7136,82,2019-03-23,23,24.95,28.85,22.43,20.26,34.36,16.8,10.99,8.01,1.09,0.03,0.26,5.76,14.78,75.94,0.65,0.65,0,2.66,-5.5,0.966342295967533,12.082,34.907,3.804,74.4076397,73.4436,0.321042084168337
"outono_2019",-41.3433,-21.7136,83,2019-03-24,24,25.49,29.84,22.43,20.4,33.95,18.62,12.85,8.77,1.18,0.04,0.01,6.02,14.93,74.45,0.64,0.63,0,2.31,-6.01,1.06230741853175,12.061,34.731,4.462,75.08808195,74.034,0.344056492742252
"outono_2019",-41.3433,-21.7136,84,2019-03-25,25,26.03,30.72,23.03,21.59,32.69,21.51,19.07,9.97,1.3,0.04,0.35,4.83,16.1,77.69,0.63,0.62,0,2.07,-4.48,1.03939576925825,12.04,34.553,6.645,76.29510993,75.0024,0.383019592777564
"outono_2019",-41.3433,-21.7136,85,2019-03-26,26,26.14,31.5,22.83,21.07,32.4,22.57,23.11,10.44,1.37,0.04,0,4.38,15.6,75.6,0.63,0.61,0,2.56,-4.38,1.20361584283091,12.019,34.374,8.08,76.2268216,74.9252,0.399387911247131
"outono_2019",-41.3433,-21.7136,86,2019-03-27,27,25.38,30.64,21.01,19.9,32.13,23.3,27.32,10.79,1.4,0.04,0.14,3.29,14.46,73.46,0.62,0.59,0,2.77,-3.15,1.12105015427803,11.998,34.194,9.586,74.81072652,73.744,0.425137903861308
"outono_2019",-41.3433,-21.7136,87,2019-03-28,28,25.31,30,22.6,20.17,33.77,19.11,17.87,8.99,1.2,0.04,2.32,2.25,14.67,74.58,0.62,0.59,0,3.24,0.0699999999999998,1.1295841748457,11.978,34.013,6.293,74.82359602,73.7712,0.355195574871592
"outono_2019",-41.3433,-21.7136,88,2019-03-29,29,25.02,29.63,21.92,19.86,34.39,14.17,10.74,6.78,0.94,0.03,1.75,2.3,14.39,74.61,0.62,0.61,0,3.29,-0.55,1.07432651550944,11.957,33.831,3.796,74.37771778,73.3696,0.270983213429257
"outono_2019",-41.3433,-21.7136,89,2019-03-30,30,24.59,29.48,21.28,18.66,33.81,16.2,15.28,7.73,1.05,0.03,0.76,2.07,13.36,71.09,0.61,0.59,0,2.79,-1.31,1.17286925603676,11.936,33.649,5.42,73.35825069,72.5076,0.314355429036194
"outono_2019",-41.3433,-21.7136,90,2019-03-31,31,24.49,29.51,20.93,18.58,33.38,22.09,24.87,10.38,1.35,0.04,0.62,1.8,13.31,70.78,0.61,0.59,0,1.76,-1.18,1.16028597575115,11.915,33.465,8.855,73.17604178,72.3788,0.423846467946101
"outono_2019",-41.3433,-21.7136,91,2019-04-01,32,25.02,30.67,21.22,18.51,33.25,18.82,18.39,8.84,1.18,0.03,0.33,1.66,13.28,68.78,0.61,0.58,0,1.74,-1.33,1.33368834264525,11.895,33.281,6.573,73.76732844,72.8836,0.353317346123102
"outono_2019",-41.3433,-21.7136,92,2019-04-02,33,25.02,30.62,21.18,18.92,32.65,21.22,22.69,9.85,1.28,0.04,0.25,1.58,13.65,71.23,0.6,0.58,0,1.81,-1.33,1.26898094247352,11.874,33.096,8.141,74.02383854,73.0312,0.393685051958433
"outono_2019",-41.3433,-21.7136,93,2019-04-03,34,25.89,31.87,21.71,19.69,34.24,13.72,11.8,6.56,0.89,0.03,0.04,1.49,14.33,70.8,0.6,0.57,0,1.74,-1.45,1.36492748446132,11.854,32.911,4.25,75.2933188,74.1784,0.253379683275396
"outono_2019",-41.3433,-21.7136,94,2019-04-04,35,26.83,32.7,22.67,21.8,34.19,20.66,23.18,9.7,1.26,0.04,0.38,1.27,16.38,76.16,0.6,0.57,0,2.32,-0.89,1.23807095376866,11.833,32.725,8.382,77.37081072,75.878,0.361535594483787
"outono_2019",-41.3433,-21.7136,95,2019-04-05,36,28.85,35.82,23.45,22.18,34.84,21.82,25.51,10.28,1.32,0.04,0.14,1.37,16.82,71.04,0.6,0.56,0,2.65,-1.23,1.71156291568657,11.813,32.538,9.261,79.7998696,78.0348,0.35632582322357
"outono_2019",-41.3433,-21.7136,96,2019-04-06,37,29.37,35.91,25.35,22.29,35.35,21.5,25.83,10.21,1.31,0.04,0.49,1.17,16.91,68.84,0.59,0.56,0,2.75,-0.68,1.88198385555019,11.793,32.352,9.416,80.26170492,78.5944,0.347633639768471
"outono_2019",-41.3433,-21.7136,97,2019-04-07,38,28.55,35.24,23.7,21.66,33.57,22.15,27.44,10.33,1.33,0.04,0.08,0.95,16.35,70.44,0.59,0.56,0,3.09,-0.87,1.72446237642514,11.772,32.165,10.043,79.2620938,77.5476,0.361821366024518
"outono_2019",-41.3433,-21.7136,98,2019-04-08,39,29.07,35.77,23.44,21.76,33.93,21.81,26.69,10.22,1.31,0.04,0.36,0.86,16.48,68.87,0.59,0.55,0,1.94,-0.5,1.77019812208957,11.752,31.978,9.809,79.81859391,78.1036,0.3515651874785
"outono_2019",-41.3433,-21.7136,99,2019-04-09,40,26.5,30.03,24.31,22.88,35.91,14.63,8.29,7.1,0.97,0.03,15.6,0.33,17.46,81.55,0.59,0.62,0,2.09,15.27,0.855992658654598,11.732,31.791,3.059,77.4979925,75.9368,0.267924528301887
"outono_2019",-41.3433,-21.7136,100,2019-04-10,41,24.62,26.94,23.06,22.32,35.14,11.87,4.43,5.83,0.82,0.02,14.78,0.92,16.85,87.47,0.64,0.71,0,3.68,13.86,0.490272118355569,11.712,31.604,1.642,75.05375286,73.8552,0.236799350121852
"outono_2019",-41.3433,-21.7136,101,2019-04-11,42,25.45,30.31,22.58,21.33,33.41,19.34,21.9,9.03,1.17,0.03,2.95,3.17,15.85,79.58,0.64,0.65,0,2.54,-0.22,0.991077271965669,11.692,31.417,8.15,75.5851389,74.3288,0.354813359528487
"outono_2019",-41.3433,-21.7136,102,2019-04-12,43,25.71,31.05,21.62,20.43,32.67,20.28,24.21,9.44,1.22,0.03,0.04,3.4,14.96,74.26,0.63,0.61,0,1.8,-3.36,1.14306424051262,11.672,31.23,9.048,75.40724354,74.2648,0.367172306495527
"outono_2019",-41.3433,-21.7136,103,2019-04-13,44,25.71,30.96,22.45,20.52,33.76,18.58,17.73,8.76,1.15,0.03,0.02,2.75,15.05,74.84,0.62,0.6,0,2.05,-2.73,1.18519199025186,11.652,31.044,6.655,75.47193036,74.2972,0.340723453908985
"outono_2019",-41.3433,-21.7136,104,2019-04-14,45,25.63,30.87,22.61,21.09,34.37,16.23,13.06,7.71,1.04,0.03,0.94,2.1,15.59,77.61,0.62,0.6,0,2.18,-1.16,1.10082357003386,11.633,30.857,4.924,75.65459857,74.4224,0.300819352321498
"outono_2019",-41.3433,-21.7136,105,2019-04-15,46,25.9,30.36,23.33,21.82,35.45,9.53,1.38,4.76,0.69,0.02,1.43,1.5,16.29,79.48,0.61,0.6,0,2.1,-0.0700000000000001,0.98364234292922,11.613,30.672,0.522,76.2928268,74.9552,0.183783783783784
"outono_2019",-41.3433,-21.7136,106,2019-04-16,47,25.39,30,23.26,21.71,35.37,10.84,5,5.32,0.75,0.02,3.62,1.35,16.2,81.28,0.61,0.61,0,2.41,2.27,0.950906496886522,11.594,30.486,1.902,75.67348208,74.4056,0.209531311539976
"outono_2019",-41.3433,-21.7136,107,2019-04-17,48,26.02,29.95,23.49,23.47,35.68,14.64,9.11,7,0.95,0.03,8.49,0.52,18.13,86.38,0.62,0.66,0,2.28,7.97,0.672026076628685,11.574,30.302,3.48,77.27517524,75.6692,0.26902382782475
"outono_2019",-41.3433,-21.7136,108,2019-04-18,49,26.23,32.05,22.82,21.75,34.24,17.93,16.98,8.43,1.1,0.03,2.26,3.33,16.34,78.55,0.63,0.64,0,2.34,-1.07,1.16966239247143,11.555,30.118,6.515,76.71127835,75.26,0.321387723980175
"outono_2019",-41.3433,-21.7136,109,2019-04-19,50,25.56,31.54,20.94,20.27,32.57,20.07,23.31,9.29,1.19,0.03,0.06,3.17,14.86,75.03,0.62,0.6,0,1.9,-3.11,1.17752194557442,11.536,29.934,8.983,75.26020132,74.0572,0.363458528951487
"outono_2019",-41.3433,-21.7136,110,2019-04-20,51,26.12,32.4,21.82,20.8,32.96,20.41,27.17,9.45,1.2,0.03,0.13,2.72,15.37,75.21,0.62,0.6,0,1.38,-2.59,1.28252851626595,11.517,29.752,10.518,76.15057348,74.808,0.361791730474732
"outono_2019",-41.3433,-21.7136,111,2019-04-21,52,26.95,32.72,22.35,21.51,33.51,19.23,23.39,8.91,1.13,0.03,0.09,2.48,16.13,75.59,0.61,0.59,0,1.5,-2.39,1.26024205766769,11.498,29.571,9.095,77.48791995,75.8936,0.330612244897959
"outono_2019",-41.3433,-21.7136,112,2019-04-22,53,27.41,33.95,22.43,21.55,34.21,19.01,23.14,8.92,1.14,0.03,0.2,2.15,16.2,74.23,0.61,0.58,0,2.03,-1.95,1.43692440133361,11.479,29.39,9.038,78.03018857,76.368,0.325428675665815
"outono_2019",-41.3433,-21.7136,113,2019-04-23,54,26.95,32.67,23,21.82,34.33,19.11,21.64,8.98,1.14,0.03,0.77,1.55,16.36,76.23,0.6,0.58,0,2.55,-0.78,1.25850677173303,11.461,29.211,8.491,77.56715515,76.0052,0.333209647495362
"outono_2019",-41.3433,-21.7136,114,2019-04-24,55,26.22,30.99,23.27,22.04,33.88,17.66,19.39,8.36,1.07,0.03,2.07,1.05,16.49,79.33,0.6,0.59,0,2.55,1.02,1.02242305793875,11.442,29.033,7.642,76.78633274,75.3544,0.318840579710145
"outono_2019",-41.3433,-21.7136,115,2019-04-25,56,25.9,31.28,22.59,20.93,33.48,18.76,23.16,8.87,1.13,0.03,0.43,1.17,15.42,76.4,0.6,0.58,0,2.08,-0.74,1.17624066702027,11.424,28.856,9.169,75.943524,74.6348,0.342471042471042
"outono_2019",-41.3433,-21.7136,116,2019-04-26,57,25.96,31.71,22.26,21.26,33.02,19.17,24.49,8.98,1.14,0.03,0.16,1.03,15.74,77.52,0.6,0.57,0,1.99,-0.87,1.15472524144749,11.406,28.68,9.74,76.16519008,74.8136,0.345916795069337
"outono_2019",-41.3433,-21.7136,117,2019-04-27,58,26.75,32.63,22.57,21.21,33.95,18.38,23.23,8.65,1.1,0.03,0.09,0.93,15.77,74.57,0.6,0.57,0,3.03,-0.84,1.3126308750826,11.388,28.506,9.28,77.05199025,75.5856,0.323364485981308
"outono_2019",-41.3433,-21.7136,118,2019-04-28,59,28.68,35.78,22.62,21.08,33.45,19.75,26.82,9.19,1.15,0.03,0.08,1.06,15.76,67.49,0.59,0.56,0,2,-0.98,1.808272694571,11.37,28.334,10.762,79.04230068,77.4688,0.320432357043236
"outono_2019",-41.3433,-21.7136,119,2019-04-29,60,26.29,30.97,23.22,20.44,35.2,13.35,12.11,6.36,0.85,0.02,4.95,0.69,15.07,71.47,0.6,0.6,0,3.33,4.26,1.26320757634535,11.352,28.163,4.881,75.97625837,74.8484,0.241917078737162
"outono_2019",-41.3433,-21.7136,120,2019-04-30,61,25.21,29.99,22.42,20.27,34.78,15.47,16.79,7.31,0.96,0.03,0.2,0.77,14.82,75.5,0.6,0.58,0,2.41,-0.57,1.09881868966699,11.334,27.994,6.798,74.7668145,73.7072,0.289964299881
"outono_2019",-41.3433,-21.7136,121,2019-05-01,62,25.3,29.77,22.37,20.05,34.44,14.15,11.17,6.69,0.89,0.02,0.04,0.6,14.61,73.99,0.59,0.57,0,2.22,-0.56,1.10021422296198,11.317,27.826,4.543,74.7447053,73.718,0.264426877470356
"outono_2019",-41.3433,-21.7136,122,2019-05-02,63,26.86,32.73,22.3,21.28,34.91,11.57,6.6,5.52,0.74,0.02,0.16,0.73,15.88,74.2,0.59,0.57,0,2.18,-0.57,1.29342131098282,11.3,27.66,2.696,77.1768188,75.7208,0.205510052122115
"outono_2019",-41.3433,-21.7136,123,2019-05-03,64,27.35,32.63,23.84,22.24,34.13,15.24,12.18,7.16,0.93,0.02,0.25,0.58,16.8,76.02,0.59,0.56,0,2.63,-0.33,1.25813789087907,11.283,27.497,4.998,78.1661953,76.5564,0.261791590493601
"outono_2019",-41.3433,-21.7136,124,2019-05-04,65,26.77,32.38,23.41,21.96,34.34,15.45,17.42,7.27,0.94,0.02,0.56,0.53,16.45,77.12,0.59,0.56,0,2.77,0.03,1.23131768787491,11.266,27.335,7.18,77.39411376,75.8756,0.271572655958162
"outono_2019",-41.3433,-21.7136,125,2019-05-05,66,25.76,31.04,22.85,20.82,33.19,15.23,14.7,7.07,0.92,0.03,0.09,0.46,15.33,76.45,0.59,0.56,0,2.51,-0.37,1.18376190510961,11.249,27.175,6.085,75.7298348,74.4552,0.27445652173913
"outono_2019",-41.3433,-21.7136,126,2019-05-06,67,26.39,32.67,22.07,20.06,32.05,17.05,18.04,7.92,1,0.03,0.03,0.48,14.73,71.66,0.59,0.55,0,2.25,-0.45,1.44948045627479,11.233,27.017,7.501,76.15048326,74.8116,0.300113679424024
"outono_2019",-41.3433,-21.7136,127,2019-05-07,68,26.44,32.78,21.74,20.07,33.91,15.79,17.6,7.44,0.94,0.03,2.75,0.44,14.8,70.86,0.58,0.56,0,2.68,2.31,1.436883749036,11.217,26.862,7.349,76.13145016,74.8652,0.281391830559758
"outono_2019",-41.3433,-21.7136,128,2019-05-08,69,23.89,27.5,20.97,19.32,34.89,7.66,3.37,3.79,0.55,0.02,3.23,0.36,14.01,76.83,0.59,0.6,0,3.4,2.87,0.835174236483589,11.201,26.709,1.413,72.83535013,72.0452,0.158643784010046
"outono_2019",-41.3433,-21.7136,129,2019-05-09,70,23.08,27.85,20.29,17.88,34.09,10.83,5.07,5.11,0.71,0.02,0.4,0.42,12.72,73.88,0.59,0.57,0,2.06,-0.02,1.01531477602537,11.185,26.558,2.135,71.31094896,70.7168,0.221403812824957
"outono_2019",-41.3433,-21.7136,130,2019-05-10,71,23.85,28.55,20.57,18.32,34.05,11.13,7.38,5.29,0.72,0.02,0.4,0.39,13.1,72.27,0.59,0.57,0,2.15,0.01,1.05645553525737,11.17,26.41,3.121,72.34792105,71.6452,0.221802935010482
"outono_2019",-41.3433,-21.7136,131,2019-05-11,72,24.9,30.17,20.95,19.4,33.55,15.68,18.84,7.34,0.93,0.02,0.05,0.42,14.06,73.42,0.59,0.56,0,2.93,-0.37,1.12912788738866,11.154,26.264,8.001,74.0687042,73.084,0.294779116465863
"outono_2019",-41.3433,-21.7136,132,2019-05-12,73,26.11,33.1,21.24,20.22,32.65,18.06,25.91,8.41,1.04,0.03,0.01,0.49,14.87,73.98,0.58,0.55,0,2.08,-0.48,1.42080630347936,11.139,26.121,11.049,75.99297622,74.5892,0.322098812715435
"outono_2019",-41.3433,-21.7136,133,2019-05-13,74,26.03,31.83,22.2,21.3,34.35,16.41,21.62,7.72,0.96,0.02,0.02,0.4,15.82,77.66,0.58,0.55,0,1.72,-0.38,1.15956820385405,11.124,25.98,9.257,76.29166902,74.898,0.296580868228967
"outono_2019",-41.3433,-21.7136,134,2019-05-14,75,25.89,30.9,22.81,21.45,35.11,14.34,14.68,6.74,0.86,0.02,0.5,0.31,15.96,78.33,0.58,0.55,0,1.72,0.19,1.06557628126788,11.11,25.842,6.311,76.14655063,74.812,0.260332174584782
