"env","LON","LAT","DOY","YYYYMMDD","daysFromStart","T2M","T2M_MAX","T2M_MIN","T2MDEW","ALLSKY_SFC_LW_DWN","ALLSKY_SFC_SW_DWN","ALLSKY_SFC_SW_DNI","ALLSKY_SFC_PAR_TOT","ALLSKY_SFC_UVA","ALLSKY_SFC_UVB","PRECTOT","EVPTRNS","QV2M","RH2M","GWETROOT","GWETTOP","FROST_DAYS","WS2M","P_ETP","VPD","N","RTA","n","TH1","TH2","PAR_TEMP"
"primavera_2018",-41.3433,-21.7136,272,2018-09-29,29,24.33,28.61,22.15,21.14,35.33,10.25,2.51,5.1,0.73,0.02,6.5,0.35,15.63,83.46,0.6,0.63,0,2.13,6.15,0.783741223492649,12.23,36.168,0.849,74.17527982,73.1404,0.209617755856967
"primavera_2018",-41.3433,-21.7136,273,2018-09-30,30,25.32,30.81,21.65,20.87,35.34,14.71,6.61,7.08,0.97,0.03,0.19,0.6,15.39,78.51,0.6,0.57,0,2.98,-0.41,1.04888778130209,12.251,36.327,2.229,75.26221468,74.0332,0.279620853080569
"primavera_2018",-41.3433,-21.7136,274,2018-10-01,31,26.47,33.37,22.3,19.61,34.83,20.75,14.09,9.76,1.29,0.03,0.54,0.53,14.32,69.28,0.6,0.57,0,4.5,0.01,1.63160034322942,12.272,36.484,4.739,75.98869184,74.7296,0.368719304873442
"primavera_2018",-41.3433,-21.7136,275,2018-10-02,32,26.9,33.58,22.51,19.12,34.57,23.09,20.71,10.77,1.39,0.04,0.02,0.51,13.87,65.48,0.59,0.56,0,3.72,-0.49,1.74772803693622,12.293,36.639,6.949,76.1633388,74.9832,0.400371747211896
"primavera_2018",-41.3433,-21.7136,276,2018-10-03,33,27.2,34.66,21.87,19.51,34.33,25.23,28.4,11.72,1.51,0.04,0,0.44,14.21,66.25,0.59,0.55,0,3.84,-0.44,1.80211698586671,12.313,36.793,9.504,76.69805,75.4236,0.430882352941176
"primavera_2018",-41.3433,-21.7136,277,2018-10-04,34,26.44,33.68,22.01,20.45,35.58,17.19,7.02,8.17,1.09,0.03,0.57,0.34,15.03,72.38,0.58,0.54,0,2.69,0.23,1.53111310669209,12.334,36.944,2.344,76.31195928,75.002,0.309001512859304
"primavera_2018",-41.3433,-21.7136,278,2018-10-05,35,23.21,27.35,20.01,19.06,35.07,7.85,2.2,4,0.59,0.02,4.35,0.15,13.75,78.39,0.59,0.59,0,4.3,4.2,0.783810383221665,12.355,37.094,0.733,71.90270581,71.2716,0.1723395088324
"primavera_2018",-41.3433,-21.7136,279,2018-10-06,36,21.87,26.06,19.06,16.53,34.18,9.09,1.77,4.55,0.66,0.02,5.25,0.26,11.67,73.04,0.59,0.61,0,3.2,4.99,0.90871493348502,12.375,37.242,0.588,69.38408952,69.0208,0.208047553726566
"primavera_2018",-41.3433,-21.7136,280,2018-10-07,37,22,25.7,19.58,18.48,34.22,8.37,0.84,4.28,0.61,0.02,0.58,0.16,13.2,81.1,0.6,0.59,0,3.97,0.42,0.663097732434777,12.396,37.388,0.279,70.18628,69.8528,0.194545454545455
"primavera_2018",-41.3433,-21.7136,281,2018-10-08,38,25.03,31.08,20.91,20.17,34.59,18.01,10.84,8.63,1.17,0.03,1.03,0.39,14.73,76.76,0.6,0.58,0,4.37,0.64,1.13015340637394,12.417,37.532,3.586,74.61851772,73.4912,0.344786256492209
"primavera_2018",-41.3433,-21.7136,282,2018-10-09,39,26.71,34.51,20.98,18.4,34.77,21.29,13.74,10.1,1.36,0.04,0.01,0.62,13.34,64.82,0.59,0.56,0,4.48,-0.61,1.86153042612401,12.437,37.674,4.536,75.80612778,74.534,0.378135529764133
"primavera_2018",-41.3433,-21.7136,283,2018-10-10,40,27.79,35.37,22.13,18.97,35.65,22.74,18.72,10.63,1.4,0.04,1.29,0.52,13.81,62.55,0.59,0.55,0,3.56,0.77,2.00847220292953,12.458,37.814,6.167,77.07406855,75.8192,0.382511694854264
"primavera_2018",-41.3433,-21.7136,284,2018-10-11,41,26.14,31.29,23.26,21.17,36.15,12.12,1.98,6.06,0.87,0.02,1.67,0.35,15.69,75.98,0.59,0.57,0,1.76,1.32,1.19747794000426,12.478,37.951,0.651,76.27082028,74.9612,0.231828615149197
"primavera_2018",-41.3433,-21.7136,285,2018-10-12,42,26.06,31.82,22.69,20.88,36.17,13.19,6.06,6.46,0.91,0.03,3.64,0.33,15.41,75.67,0.59,0.59,0,4.01,3.31,1.26313301355877,12.499,38.087,1.989,76.11019598,74.7768,0.247889485801995
"primavera_2018",-41.3433,-21.7136,286,2018-10-13,43,27.72,35.76,21.41,19.69,34.96,25.78,27.74,12.09,1.56,0.04,0.31,0.55,14.39,65.94,0.59,0.56,0,2.93,-0.24,1.91292419829518,12.519,38.221,9.086,77.41956232,76.0084,0.436147186147186
"primavera_2018",-41.3433,-21.7136,287,2018-10-14,44,25.08,29.97,21.79,21.07,36.22,15.54,8.95,7.49,1.04,0.03,2.09,0.18,15.66,79.11,0.59,0.58,0,2.85,1.91,0.925274403116563,12.54,38.352,2.926,74.94445012,73.8652,0.298644338118022
"primavera_2018",-41.3433,-21.7136,288,2018-10-15,45,23.21,27.59,20.91,19.02,35.56,9.89,1.72,4.95,0.71,0.02,4.63,0.24,13.73,78.37,0.59,0.6,0,2.93,4.39,0.881792416083958,12.56,38.482,0.561,71.90097023,71.2572,0.213270142180095
"primavera_2018",-41.3433,-21.7136,289,2018-10-16,46,23.6,28.18,20.81,19.41,35.54,7.99,1.05,4.11,0.61,0.02,1.47,0.36,14.05,78.61,0.59,0.59,0,3.77,1.11,0.884666404719045,12.58,38.609,0.342,72.5412104,71.7876,0.174152542372881
"primavera_2018",-41.3433,-21.7136,290,2018-10-17,47,23.63,26.49,21.59,20.63,35.74,13.04,4.53,6.47,0.93,0.03,3.22,0.18,15.13,83.85,0.59,0.59,0,4.28,3.04,0.58824928314691,12.601,38.734,1.474,73.06536745,72.2568,0.273804485823106
"primavera_2018",-41.3433,-21.7136,291,2018-10-18,48,24.32,28.07,22.03,21.85,35.83,13.7,6.08,6.67,0.94,0.03,14.55,0.27,16.38,86.73,0.61,0.68,0,3.29,14.28,0.602192357460689,12.621,38.857,1.975,74.47861864,73.386,0.274259868421053
"primavera_2018",-41.3433,-21.7136,292,2018-10-19,49,25.53,30.99,21.97,21.59,35.59,15.96,6.07,7.58,1.02,0.03,5.73,1.58,16.19,80.48,0.62,0.66,0,3.25,4.15,0.985959926508762,12.641,38.978,1.969,75.81173856,74.5024,0.296905601253427
"primavera_2018",-41.3433,-21.7136,293,2018-10-20,50,22.45,26.55,18.54,15.38,33.31,21,15.1,9.76,1.34,0.04,1.76,1.68,11.06,66.54,0.62,0.61,0,5.03,0.0800000000000001,1.05615237432775,12.661,39.096,4.89,69.7581277,69.1868,0.434743875278396
"primavera_2018",-41.3433,-21.7136,294,2018-10-21,51,21.45,26.82,18.07,13.19,32.46,17.5,8.2,8.22,1.16,0.03,0,1.37,9.41,61.37,0.61,0.58,0,2.93,-1.37,1.28394679924567,12.681,39.213,2.652,67.93081635,67.3984,0.383216783216783
"primavera_2018",-41.3433,-21.7136,295,2018-10-22,52,22.32,27.8,18.22,14.54,32.65,21.45,15.6,10,1.36,0.04,0,1.12,10.28,63.07,0.61,0.58,0,2.63,-1.12,1.25888981927115,12.701,39.327,5.038,69.29664176,68.7544,0.448028673835125
"primavera_2018",-41.3433,-21.7136,296,2018-10-23,53,24.42,32.57,18.27,17.03,31.7,28.2,32.09,12.97,1.68,0.05,0,1.13,12.15,67.4,0.6,0.57,0,3.09,-1.13,1.56322081461568,12.721,39.439,10.351,72.7364892,71.7508,0.531122031122031
"primavera_2018",-41.3433,-21.7136,297,2018-10-24,54,24.97,31.92,20.31,19.51,34.29,19.6,11.04,9.31,1.27,0.04,0.7,0.73,14.18,74.62,0.6,0.57,0,2.54,-0.03,1.29009524893677,12.74,39.548,3.556,74.30132786,73.1936,0.37284741690028
"primavera_2018",-41.3433,-21.7136,298,2018-10-25,55,23.94,26.77,22.42,21.15,35.09,7.49,1.36,3.94,0.59,0.02,13.21,0.21,15.67,85.04,0.6,0.64,0,4.08,13,0.60491268866162,12.76,39.656,0.438,73.68567024,72.754,0.164578111946533
"primavera_2018",-41.3433,-21.7136,299,2018-10-26,56,23.8,26.58,22.31,21.84,36.45,10.99,1.54,5.65,0.84,0.03,16.57,0.91,16.39,89.03,0.64,0.74,0,4.87,15.66,0.468092622097678,12.779,39.761,0.495,73.8239586,72.8624,0.237394957983193
"primavera_2018",-41.3433,-21.7136,300,2018-10-27,57,27.91,34.6,23.15,22.26,36.48,15.35,5.13,7.45,1.05,0.03,14.94,3.46,16.95,74.37,0.65,0.69,0,3.53,11.48,1.48112292371675,12.799,39.864,1.647,78.82129033,77.1236,0.266929415979936
"primavera_2018",-41.3433,-21.7136,301,2018-10-28,58,23.56,28.16,19.71,18.16,34.99,14.87,3.83,7.22,1.04,0.03,2.42,3.49,13.09,72.98,0.65,0.68,0,4.51,-1.07,0.971083447851266,12.818,39.965,1.228,71.96960712,71.2976,0.306451612903226
"primavera_2018",-41.3433,-21.7136,302,2018-10-29,59,21.84,26.1,18.51,16.11,34.04,8.59,2.67,4.41,0.67,0.02,0.65,2.46,11.37,71.22,0.64,0.63,0,2.77,-1.81,0.925104909262021,12.837,40.064,0.856,69.20484352,68.8396,0.201923076923077
"primavera_2018",-41.3433,-21.7136,303,2018-10-30,60,23,27.53,19.35,18.25,34.83,14.2,4.29,6.94,1,0.03,0.38,1.87,13.02,75.62,0.63,0.61,0,2.56,-1.49,0.865087915779124,12.856,40.16,1.373,71.335014,70.77,0.301739130434783
"primavera_2018",-41.3433,-21.7136,304,2018-10-31,61,24.51,30.34,20.57,20.44,34.89,22.05,16.33,10.34,1.4,0.04,0.7,1.93,14.96,79.63,0.63,0.61,0,3.29,-1.23,0.971528659956019,12.875,40.254,5.223,74.08814987,73.0684,0.421868625051
"primavera_2018",-41.3433,-21.7136,305,2018-11-01,62,27.41,34.07,21.95,22.07,35.24,20,10.63,9.49,1.28,0.04,6.56,2.14,16.68,75.88,0.62,0.63,0,2.06,4.42,1.33267927295775,12.893,40.346,3.397,78.24198092,76.5552,0.346224005837286
"primavera_2018",-41.3433,-21.7136,306,2018-11-02,63,25.65,30.4,22.7,21.26,35.21,16.86,6.39,8.07,1.12,0.03,0.79,2.42,15.82,78.55,0.63,0.62,0,3.12,-1.63,1.02309059974166,12.912,40.436,2.04,75.79044425,74.5036,0.314619883040936
"primavera_2018",-41.3433,-21.7136,307,2018-11-03,64,27.03,33.69,22.21,21.39,34,28.05,29.71,13.19,1.73,0.05,0.06,2.65,15.97,74.29,0.62,0.59,0,3.01,-2.59,1.40579108827357,12.93,40.524,9.48,77.45061113,75.9304,0.487976322604513
"primavera_2018",-41.3433,-21.7136,308,2018-11-04,65,25.78,33.88,21.61,20.09,35.13,19.93,8.77,9.42,1.28,0.04,3.67,1.48,14.74,73.39,0.61,0.6,0,3.38,2.19,1.58138463818095,12.948,40.61,2.796,75.41777258,74.2124,0.365399534522886
"primavera_2018",-41.3433,-21.7136,309,2018-11-05,66,22.16,24.4,20.62,19.19,34.07,8.14,1.28,4.24,0.64,0.02,8.34,0.45,13.84,83.65,0.62,0.66,0,4.32,7.89,0.519335828698609,12.966,40.693,0.408,70.6391216,70.2684,0.191335740072202
"primavera_2018",-41.3433,-21.7136,310,2018-11-06,67,23.32,26.68,20.52,20.16,35.19,14.66,4.79,7.2,1.05,0.03,4.41,1.44,14.71,83.22,0.63,0.66,0,3.96,2.97,0.595223308472601,12.984,40.775,1.525,72.50157496,71.7776,0.308747855917667
"primavera_2018",-41.3433,-21.7136,311,2018-11-07,68,25.33,30.75,21.61,21.31,35.18,21.83,13.79,10.4,1.41,0.04,8.6,2.52,15.82,80.47,0.63,0.65,0,3.51,6.08,0.970597954791669,13.002,40.854,4.389,75.48931049,74.2016,0.410580339518358
"primavera_2018",-41.3433,-21.7136,312,2018-11-08,69,23.29,26.06,21.31,20.82,34.08,5.92,0.76,3.21,0.49,0.02,29.18,1.34,15.31,86.51,0.66,0.78,0,4.08,27.84,0.494412504488817,13.019,40.931,0.242,72.74066721,71.9852,0.137827393731215
"primavera_2018",-41.3433,-21.7136,313,2018-11-09,70,21.95,23.96,20.73,19.82,33.54,8.48,0.21,4.46,0.68,0.02,11.75,1.62,14.34,87.88,0.7,0.78,0,3.89,10.13,0.39904241942736,13.036,41.006,0.067,70.6094234,70.2852,0.203189066059226
"primavera_2018",-41.3433,-21.7136,314,2018-11-10,71,23.09,27.43,20.76,19.52,34.17,16.29,3.74,7.97,1.14,0.03,2,4.36,14.13,81.5,0.69,0.71,0,3.79,-2.36,0.783702539205519,13.053,41.079,1.188,71.9785665,71.3172,0.345171069727155
"primavera_2018",-41.3433,-21.7136,315,2018-11-11,72,23.91,28.8,19.79,19.48,33.66,25.33,23.46,11.98,1.59,0.05,0.19,6.23,14.13,77.65,0.67,0.67,0,3.68,-6.04,0.869742055387425,13.07,41.15,7.451,72.94360385,72.1228,0.501045587620243
"primavera_2018",-41.3433,-21.7136,316,2018-11-12,73,24.66,29.71,20.54,20.5,34.42,23.85,19.59,11.32,1.53,0.04,0.11,5.31,15.03,79.08,0.65,0.65,0,3.58,-5.2,0.883625479701307,13.087,41.22,6.22,74.27227672,73.24,0.45904298459043
"primavera_2018",-41.3433,-21.7136,317,2018-11-13,74,25.47,30.56,21.69,20.95,34.57,24.82,20.19,11.74,1.57,0.05,0.09,4.71,15.45,77.84,0.65,0.63,0,3.71,-4.62,1.00841771319896,13.103,41.287,6.408,75.42716952,74.212,0.460934432665881
"primavera_2018",-41.3433,-21.7136,318,2018-11-14,75,27.28,33.83,22,21.37,34.71,26.55,23.29,12.45,1.64,0.05,0.05,4.51,15.93,73,0.64,0.61,0,4.02,-4.46,1.41238593439437,13.119,41.352,7.389,77.673056,76.1732,0.456378299120235
"primavera_2018",-41.3433,-21.7136,319,2018-11-15,76,28.19,34.77,23.53,21.62,35.47,25.34,20.46,12.02,1.6,0.05,0.48,3.37,16.22,69.98,0.63,0.6,0,3.47,-2.89,1.64281968042183,13.135,41.415,6.489,78.65684838,77.1732,0.426392337708407
"primavera_2018",-41.3433,-21.7136,320,2018-11-16,77,26.96,32.2,23.86,22.13,36.41,13.77,1.98,6.89,0.99,0.03,6.76,2.19,16.67,76.87,0.63,0.63,0,2.46,4.57,1.21886273563815,13.15,41.476,0.628,77.66210048,76.1268,0.255563798219585
"primavera_2018",-41.3433,-21.7136,321,2018-11-17,78,25.93,30.76,22.58,21.52,35.27,18.94,8.14,9.03,1.24,0.04,3.94,3.2,16.01,78.65,0.64,0.65,0,3.15,0.74,1.0176201613403,13.166,41.535,2.58,76.24635555,74.8772,0.348245275742383
"primavera_2018",-41.3433,-21.7136,322,2018-11-18,79,26.95,33.07,21.56,20.69,34.11,26.21,22.4,12.27,1.62,0.05,0.01,3.63,15.26,71.72,0.63,0.6,0,4.74,-3.62,1.37180467909462,13.181,41.593,7.099,77.0087946,75.5984,0.455287569573284
"primavera_2018",-41.3433,-21.7136,323,2018-11-19,80,26.18,30.5,22.88,21.63,35.06,13.22,0.79,6.59,0.94,0.03,21.04,1.26,16.2,77.49,0.64,0.69,0,2.41,19.78,0.992773573545518,13.195,41.648,0.25,76.50874318,75.1668,0.251718869365928
"primavera_2018",-41.3433,-21.7136,324,2018-11-20,81,22.44,24.78,20.71,20.37,34.74,5.31,1.68,2.88,0.44,0.01,24.89,1.86,14.9,88.31,0.69,0.82,0,2.95,23.03,0.392385359823966,13.21,41.702,0.532,71.46666636,70.9732,0.128342245989305
"primavera_2018",-41.3433,-21.7136,325,2018-11-21,82,23.29,26.3,20.35,20.79,34.66,8.28,0.32,4.34,0.63,0.02,4.51,3.01,15.27,86.45,0.69,0.73,0,1.8,1.5,0.450349618395137,13.224,41.754,0.101,72.73541295,71.9744,0.186346071275225
"primavera_2018",-41.3433,-21.7136,326,2018-11-22,83,24.66,28.82,21.3,21.24,34.7,12.29,3.63,6.08,0.88,0.03,1.07,6,15.71,82.58,0.68,0.7,0,3.2,-4.93,0.724772365690567,13.237,41.804,1.149,74.62624572,73.5064,0.246553122465531
"primavera_2018",-41.3433,-21.7136,327,2018-11-23,84,25.18,29.77,21.73,21.41,33.33,23.69,12.57,11.1,1.47,0.04,0.94,6.09,15.9,80.98,0.67,0.68,0,3.91,-5.15,0.843711142646384,13.251,41.852,3.98,75.30251636,74.0876,0.440826052422558
"primavera_2018",-41.3433,-21.7136,328,2018-11-24,85,25.53,30.42,21.44,21.24,33.8,18.26,3.52,8.66,1.17,0.03,0.45,4.68,15.77,78.75,0.66,0.66,0,3.96,-4.23,0.926753461557766,13.264,41.899,1.114,75.62187625,74.3764,0.339208773991383
"primavera_2018",-41.3433,-21.7136,329,2018-11-25,86,25.77,30.59,21.96,20.77,34.52,14.73,1.15,7.2,0.99,0.03,2.85,4.9,15.36,76.24,0.66,0.66,0,3.37,-2.05,1.06101771875253,13.277,41.943,0.364,75.72195752,74.4472,0.279394644935972
"primavera_2018",-41.3433,-21.7136,330,2018-11-26,87,24.99,30.77,20.57,20.01,33.71,24.06,16.47,11.25,1.5,0.04,2.9,6.03,14.61,76.5,0.65,0.66,0,2.19,-3.13,1.08832018265657,13.289,41.986,5.213,74.5285765,73.3936,0.450180072028812
"primavera_2018",-41.3433,-21.7136,331,2018-11-27,88,24.65,29.61,21.17,20.2,33.28,25.59,21.01,12.04,1.61,0.05,0.66,5.27,14.73,78.17,0.65,0.64,0,2.18,-4.61,0.963661609476294,13.301,42.028,6.649,74.16440595,73.122,0.488438133874239
"primavera_2018",-41.3433,-21.7136,332,2018-11-28,89,24.67,29.94,21.36,18.51,32.4,27.32,28.52,12.72,1.69,0.05,0.3,4.87,13.29,71.13,0.64,0.62,0,1.99,-4.57,1.25435679741168,13.313,42.067,9.026,73.48340329,72.5336,0.515605999189299
"primavera_2018",-41.3433,-21.7136,333,2018-11-29,90,25.5,31.8,20.87,19.96,32.61,27.94,26.13,12.98,1.7,0.05,0.09,3.85,14.62,74.38,0.63,0.61,0,2.69,-3.76,1.25171948432144,13.324,42.105,8.269,75.095891,73.8856,0.509019607843137
"primavera_2018",-41.3433,-21.7136,334,2018-11-30,91,27.38,32.73,21.88,20.63,34.74,24.71,19.42,11.67,1.56,0.05,2.49,2.66,15.31,69.53,0.63,0.62,0,1.77,-0.17,1.35847475975842,13.335,42.142,6.145,77.38195086,76.0068,0.426223520818115
"verao_2018",-41.3433,-21.7136,335,2018-12-01,1,26.6,31.07,23.41,22.06,35.99,9.9,0.2,5.09,0.75,0.02,5.32,1.81,16.72,77.35,0.63,0.65,0,2.15,3.51,1.04154675774433,13.345,42.176,0.063,77.154299,75.7416,0.191353383458647
"verao_2018",-41.3433,-21.7136,336,2018-12-02,2,26.15,31.74,22.93,21.96,35.52,14.73,3.43,7.25,1.03,0.03,5.37,2.82,16.59,79.32,0.64,0.65,0,2.84,2.55,1.10393464721001,13.355,42.209,1.085,76.6734982,75.2556,0.277246653919694
"verao_2018",-41.3433,-21.7136,337,2018-12-03,3,24.12,27.99,21.59,20.62,34.04,12.73,1.73,6.42,0.94,0.03,11.57,3.97,15.25,81.86,0.66,0.72,0,3.3,7.6,0.748584150770316,13.365,42.241,0.547,73.67840568,72.7432,0.266169154228856
"verao_2018",-41.3433,-21.7136,338,2018-12-04,4,24.43,29.1,20.82,20.19,33.93,20.58,14.71,9.74,1.33,0.04,0.28,5.95,14.82,78.58,0.65,0.65,0,2.77,-5.67,0.8783088414045,13.374,42.27,4.654,73.85648306,72.8984,0.39869013507982
"verao_2018",-41.3433,-21.7136,339,2018-12-05,5,26.87,33.56,21.33,21.36,34.11,28.72,27.84,13.43,1.76,0.05,0.23,6.18,15.99,74.44,0.64,0.62,0,2.37,-5.95,1.32151631868302,13.383,42.299,8.808,77.22178772,75.7596,0.499813918868627
"verao_2018",-41.3433,-21.7136,340,2018-12-06,6,26.19,31.25,23.19,22.08,34.66,23.85,18.16,11.2,1.5,0.05,0.55,3.51,16.62,79.58,0.63,0.61,0,2.59,-2.96,1.0425235733257,13.391,42.325,5.746,76.76754198,75.3388,0.427644138984345
"verao_2018",-41.3433,-21.7136,341,2018-12-07,7,23.99,28.04,21.29,21.36,36.08,11.65,2.66,5.83,0.85,0.03,17.95,1.5,15.9,85.7,0.64,0.69,0,3.88,16.45,0.617643359360692,13.399,42.35,0.842,73.8306357,72.8796,0.243017924135056
"verao_2018",-41.3433,-21.7136,342,2018-12-08,8,21.7,24.28,18.42,17.82,33.53,14.14,6.77,6.93,1,0.03,4.77,3.14,12.74,79.23,0.67,0.72,0,4.56,1.63,0.536019817571323,13.406,42.374,2.142,69.5680909,69.3152,0.319354838709677
"verao_2018",-41.3433,-21.7136,343,2018-12-09,9,21.56,26.43,16.76,15.48,31.11,21.57,9.97,10.06,1.39,0.04,0.01,6.34,10.88,69.8,0.66,0.65,0,2.56,-6.33,0.919349140006699,13.413,42.396,3.154,68.6805912,68.3328,0.466604823747681
"verao_2018",-41.3433,-21.7136,344,2018-12-10,10,23.69,28.08,19.85,18.52,33.05,23.44,20.3,11.07,1.49,0.04,0.1,5.14,13.24,73.88,0.65,0.64,0,2.36,-5.04,0.92463842960317,13.419,42.416,6.422,72.25121028,71.5572,0.467285774588434
"verao_2018",-41.3433,-21.7136,345,2018-12-11,11,25.33,30.57,21.17,21.22,33.68,26.92,25.59,12.68,1.68,0.05,1.09,4.26,15.65,79.47,0.64,0.63,0,3.04,-3.17,0.927591774879474,13.425,42.435,8.096,75.38154349,74.1692,0.500592183181998
"verao_2018",-41.3433,-21.7136,346,2018-12-12,12,26.64,31.82,22.06,20.59,33.7,29.41,32.11,13.78,1.81,0.05,0.44,4.13,15.11,71.54,0.63,0.62,0,2.95,-3.69,1.25502157811291,13.431,42.453,10.159,76.51585344,75.2524,0.517267267267267
"verao_2018",-41.3433,-21.7136,347,2018-12-13,13,27.72,34.29,21.62,20.61,33.93,26.02,22.65,12.22,1.64,0.05,0.05,4.6,15.2,68.21,0.63,0.6,0,2.05,-4.55,1.56643238554819,13.436,42.469,7.166,77.71790388,76.3396,0.440836940836941
"verao_2018",-41.3433,-21.7136,348,2018-12-14,14,28.26,35,22.61,20.44,33.64,30.31,34.51,14.18,1.85,0.05,0.13,3.85,15.06,65.92,0.62,0.58,0,2.54,-3.72,1.78047149746156,13.441,42.483,10.918,78.20674208,76.8184,0.501769285208776
"verao_2018",-41.3433,-21.7136,349,2018-12-15,15,27.86,34.73,22.68,21.05,34.25,30.18,34.8,14.24,1.86,0.06,0.01,2.73,15.61,70.51,0.61,0.58,0,3.92,-2.72,1.65270846537302,13.445,42.496,11.01,78.23131514,76.638,0.511127063890883
"verao_2018",-41.3433,-21.7136,350,2018-12-16,16,27.32,33.81,22.35,20.2,33.36,30.6,33.6,14.23,1.86,0.05,0.01,2.06,14.84,69.38,0.61,0.57,0,4.31,-2.05,1.61461342855108,13.448,42.508,10.63,77.27292984,75.792,0.52086383601757
"verao_2018",-41.3433,-21.7136,351,2018-12-17,17,27.61,34.22,22.18,20.39,33.65,30.2,32.19,14.04,1.84,0.05,0.01,1.67,15,68.73,0.6,0.57,0,4.51,-1.66,1.63353621591019,13.451,42.518,10.184,77.62229947,76.1504,0.508511408909815
"verao_2018",-41.3433,-21.7136,352,2018-12-18,18,28.1,36.01,22.25,20.21,34.14,30.64,36.75,14.33,1.87,0.05,0.01,1.56,14.85,66.38,0.6,0.56,0,3.29,-1.55,1.9454581894598,13.454,42.527,11.626,78.0349122,76.5756,0.509964412811388
"verao_2018",-41.3433,-21.7136,353,2018-12-19,19,28.46,35.96,22.77,21.37,35.13,29.22,32.16,13.84,1.81,0.05,0.18,1.25,15.97,69.76,0.6,0.56,0,2.19,-1.07,1.80513000353979,13.456,42.534,10.174,79.03207904,77.3532,0.486296556570625
"verao_2018",-41.3433,-21.7136,354,2018-12-20,20,28.56,36.16,23.34,21.67,34.86,29.41,31.5,13.88,1.81,0.05,0.21,1.07,16.31,70.86,0.59,0.56,0,2.41,-0.86,1.83926616833929,13.457,42.539,9.965,79.33585984,77.5612,0.485994397759104
"verao_2018",-41.3433,-21.7136,355,2018-12-21,21,29.24,36.94,23.95,22.06,35.1,27.91,27.81,13.24,1.76,0.05,0.93,0.92,16.67,69.3,0.59,0.55,0,3.19,0.01,1.96097588395728,13.458,42.544,8.797,80.1351868,78.3816,0.452804377564979
"verao_2018",-41.3433,-21.7136,356,2018-12-22,22,29.5,37.33,24.25,21.98,34.73,30.33,35.97,14.28,1.86,0.05,0.46,0.85,16.62,68.12,0.59,0.55,0,2.9,-0.39,2.06795700960349,13.459,42.546,11.379,80.348286,78.6128,0.484067796610169
"verao_2018",-41.3433,-21.7136,357,2018-12-23,23,29.38,36.8,24.31,21.79,35.05,28.51,29.89,13.51,1.77,0.05,0.37,0.78,16.41,67.31,0.59,0.54,0,2.37,-0.41,2.01299284977275,13.459,42.548,9.455,80.05039122,78.4244,0.459836623553438
"verao_2018",-41.3433,-21.7136,358,2018-12-24,24,26.71,30.54,23.05,22.74,35.14,19.66,15.73,9.38,1.25,0.04,6.78,0.32,17.33,80.03,0.59,0.59,0,2.13,6.46,0.831521268326517,13.458,42.547,4.976,77.65306287,76.0964,0.351179333582928
"verao_2018",-41.3433,-21.7136,359,2018-12-25,25,25.46,30.11,22.8,21.72,35.52,16.12,3.67,7.87,1.11,0.03,3.01,0.59,16.25,81.04,0.6,0.61,0,3.16,2.42,0.923596583062731,13.457,42.546,1.161,75.76033616,74.4792,0.309112333071485
"verao_2018",-41.3433,-21.7136,360,2018-12-26,26,23.79,26.83,21.67,20.89,34.97,13.44,1.62,6.71,0.96,0.03,11.16,0.45,15.44,84.38,0.61,0.66,0,3.03,10.71,0.590305421151563,13.456,42.543,0.512,73.37682198,72.5104,0.282051282051282
"verao_2018",-41.3433,-21.7136,361,2018-12-27,27,23.88,26.22,21.81,22.05,34.89,10.71,0.76,5.45,0.8,0.03,11.62,0.56,16.59,89.75,0.63,0.69,0,2.59,11.06,0.357424137749645,13.454,42.538,0.24,74.026527,73.018,0.22822445561139
"verao_2018",-41.3433,-21.7136,362,2018-12-28,28,24.06,26.54,22.06,21.93,35.74,15.18,2,7.51,1.06,0.03,9.11,0.95,16.48,88.07,0.65,0.71,0,2.67,8.16,0.429245256934611,13.451,42.532,0.633,74.17233558,73.1548,0.312136325852037
"verao_2018",-41.3433,-21.7136,363,2018-12-29,29,26.23,31.92,22.24,22.6,34.99,26.87,25.64,12.73,1.68,0.05,14.92,7.5,17.23,81.89,0.67,0.74,0,2.55,7.42,0.965876904134133,13.448,42.524,8.109,77.10097953,75.566,0.485322150209684
"verao_2018",-41.3433,-21.7136,364,2018-12-30,30,27.4,33.16,23.53,22.74,35.18,26.39,21.9,12.54,1.67,0.05,2.34,8.25,17.37,78.18,0.65,0.66,0,1.99,-5.91,1.22251948671436,13.444,42.515,6.925,78.5213668,76.7864,0.457664233576642
"verao_2018",-41.3433,-21.7136,365,2018-12-31,31,26.52,31.47,22.89,22.35,34.67,25.68,24.46,12.25,1.63,0.05,6.5,5.54,16.91,79.35,0.65,0.68,0,3.43,0.96,1.00160951053634,13.44,42.504,7.734,77.2673338,75.766,0.461915535444947
"verao_2018",-41.3433,-21.7136,1,2019-01-01,32,27.28,32.43,22.26,22.45,34.93,27.99,27.31,13.35,1.77,0.05,2.46,6.97,16.99,77,0.65,0.65,0,2.64,-4.51,1.06147077875031,13.434,42.492,8.634,78.181344,76.562,0.489369501466276
