"env","LON","LAT","DOY","YYYYMMDD","daysFromStart","T2M","T2M_MAX","T2M_MIN","T2MDEW","ALLSKY_SFC_LW_DWN","ALLSKY_SFC_SW_DWN","ALLSKY_SFC_SW_DNI","ALLSKY_SFC_PAR_TOT","ALLSKY_SFC_UVA","ALLSKY_SFC_UVB","PRECTOT","EVPTRNS","QV2M","RH2M","GWETROOT","GWETTOP","FROST_DAYS","WS2M","P_ETP","VPD","N","RTA","n","TH1","TH2","PAR_TEMP","n.1","N.1","RTA.1","VPD.1","SPV","ETP","PETP","GDD","FRUE","T2M_RANGE"
"outono_2019",-41.3433,-21.7136,144,2019-05-24,85,25.53,31.59,20.71,20.32,33.13,15.3,17.76,7.07,0.88,0.02,0,3.55,14.97,75.33,0.64,0.63,0,2.12,-3.55,1.15934047363629,10.98,24.622,7.92,75.24654151,74.0452,0.27692910301606,6.73716716352204,10.8420936564529,24.6222230972534,1.15934047363629,0.20039153529715,7.03518968731084,-7.03518968731084,16.15,1,10.88
"outono_2019",-41.3433,-21.7136,145,2019-05-25,86,24.75,30.56,21.24,19.35,33.37,13.36,14.59,6.18,0.78,0.02,0,2.91,14.08,73.22,0.63,0.62,0,2.78,-2.91,1.20671419170296,10.969,24.517,6.528,73.8177705,72.916,0.24969696969697,5.90187934710663,10.8307813321062,24.5174850393845,1.20671419170296,0.197827811888169,6.13475414262133,-6.13475414262133,15.9,1,9.32
"outono_2019",-41.3433,-21.7136,146,2019-05-26,87,22.48,27.86,18.39,17.22,29.96,17.06,26.12,7.8,0.97,0.02,0,2.33,12.25,74.42,0.63,0.61,0,2.17,-2.33,0.967245696799734,10.958,24.416,11.723,70.42905984,69.8792,0.346975088967972,7.56002566497914,10.8198219688861,24.4160762104643,0.967245696799734,0.171175462762414,7.7056414172383,-7.7056414172383,13.125,0.875,9.47
"outono_2019",-41.3433,-21.7136,147,2019-05-27,88,23.67,29.36,20.01,19.22,32.21,16.34,23.7,7.52,0.93,0.02,0,2.08,13.86,77.79,0.63,0.61,0,1.63,-2.08,0.986982976362094,10.947,24.318,10.669,72.57749407,71.7892,0.317701732150401,7.26303093019298,10.8092214757351,24.318040307288,0.986982976362094,0.185757735184961,7.45143618731591,-7.45143618731591,14.685,0.979,9.35
"outono_2019",-41.3433,-21.7136,148,2019-05-28,89,25.32,31.6,20.4,20.8,32.17,16.31,24.43,7.49,0.92,0.02,0.01,2.04,15.36,78.3,0.62,0.6,0,2.46,-2.03,1.0659288150978,10.937,24.223,11.03,75.2396044,74.008,0.295813586097946,7.27112275217418,10.7989856407816,24.2234193816191,1.0659288150978,0.198849968149969,7.4934722205499,-7.4834722205499,16,1,11.2
"outono_2019",-41.3433,-21.7136,149,2019-05-29,90,25.58,31.93,21.2,20.27,32.15,14.86,18.28,6.8,0.84,0.02,0.08,1.97,14.86,74.99,0.62,0.6,0,1.75,-1.89,1.24917059767534,10.927,24.132,8.277,75.28684758,74.0772,0.265832681782643,6.64365318377588,10.7891201216101,24.1322538326731,1.24917059767534,0.204709037343859,6.84811613031427,-6.76811613031427,16.565,1,10.73
"outono_2019",-41.3433,-21.7136,150,2019-05-30,91,24.98,29.98,21.8,21.31,32.45,16.09,22.84,7.51,0.92,0.02,0.02,1.49,15.83,81.95,0.61,0.59,0,2.04,-1.47,0.890249021816766,10.917,24.045,10.37,75.0813489,73.8516,0.300640512409928,7.21344421032175,10.7796304355539,24.0445824007179,0.890249021816766,0.197725839962952,7.38793105214502,-7.36793105214502,15.89,1,8.18
"outono_2019",-41.3433,-21.7136,151,2019-05-31,92,26.5,33.47,20.53,19.94,32.12,15.82,22.37,7.3,0.9,0.02,0.03,1.69,14.63,70.29,0.61,0.59,0,2.37,-1.66,1.46053718082426,10.908,23.96,10.184,76.1541115,74.8784,0.275471698113208,7.11129018820174,10.7705219500394,23.9604421617211,1.46053718082426,0.209318348973933,7.30718827325295,-7.27718827325295,17,1,12.94
"inverno_2019",-41.3433,-21.7136,152,2019-06-01,1,25.93,33.4,21.07,19.55,32.99,15.74,22.21,7.21,0.87,0.02,0.12,1.51,14.37,71.38,0.61,0.58,0,2.7,-1.39,1.5469317208439,10.899,23.88,10.137,75.41970566,74.168,0.278056305437717,7.09345320885321,10.7617998730164,23.8798685229734,1.5469317208439,0.211844536246621,7.27904778193143,-7.15904778193143,17.235,1,12.33
"inverno_2019",-41.3433,-21.7136,153,2019-06-02,2,25.37,31.28,22.2,21.29,34.05,15.27,19.49,7.11,0.88,0.02,0.71,1.1,15.83,80.78,0.61,0.59,0,1.43,-0.39,1.08883077544206,10.891,23.803,8.918,75.58710714,74.2344,0.280252266456445,6.898550526452,10.7534692435079,23.8028952196163,1.08883077544206,0.206552984529572,7.04357322806743,-6.33357322806743,16.74,1,9.08
"inverno_2019",-41.3433,-21.7136,154,2019-06-03,3,26.29,32.09,21.72,20.37,33.35,16,23.82,7.48,0.92,0.02,1.31,1.09,15.01,73.18,0.61,0.59,0,1.48,0.22,1.29665798243056,10.883,23.73,10.924,76.17679178,74.8232,0.284518828451883,7.24533450971745,10.7455349223108,23.7295543120033,1.29665798243056,0.208304339791793,7.38667939582645,-6.07667939582645,16.905,1,10.37
"inverno_2019",-41.3433,-21.7136,155,2019-06-04,4,22.44,26.52,18.58,17.41,30.95,14.03,16.51,6.49,0.83,0.02,4.94,0.94,12.51,74.99,0.61,0.63,0,4.31,4,0.814637292546452,10.875,23.66,7.589,70.41230844,69.9076,0.28921568627451,6.36749579910536,10.7380015828832,23.6598761838238,0.814637292546452,0.166050118973214,6.31340022404269,-1.37340022404269,12.55,0.836666666666666,7.94
"inverno_2019",-41.3433,-21.7136,156,2019-06-05,5,20.1,24.55,16.74,14.86,31.56,10.54,7.73,4.96,0.67,0.02,0.7,0.8,10.43,73.2,0.61,0.6,0,2.95,-0.1,0.804879875650239,10.868,23.594,3.561,66.679468,66.6496,0.246766169154229,4.79375851224868,10.7308737024512,23.5938895409191,0.804879875650239,0.149985105872275,4.68042813695133,-3.98042813695133,10.645,0.709666666666667,7.81
"inverno_2019",-41.3433,-21.7136,157,2019-06-06,6,20.56,25.51,17.25,14.65,30.55,12.38,15.22,5.72,0.75,0.02,0.43,0.86,10.3,70.55,0.61,0.59,0,2.11,-0.43,0.949640226706636,10.861,23.532,7.025,67.2249792,67.034,0.278210116731518,5.64198460588041,10.7241555533683,23.5316214107221,0.949640226706636,0.156020232939368,5.52662103303416,-5.09662103303416,11.38,0.758666666666667,8.26
"inverno_2019",-41.3433,-21.7136,158,2019-06-07,7,21.79,26.68,18.62,15.78,31.38,12.24,13.27,5.69,0.75,0.02,0.55,0.82,11.09,70.07,0.61,0.59,0,1.76,-0.27,1.02946753034869,10.854,23.473,6.136,69.04546047,68.6708,0.261128958237724,5.58880227133408,10.7178511947605,23.4730971422528,1.02946753034869,0.166932057912261,5.51154299843152,-4.96154299843152,12.65,0.843333333333333,8.06
"inverno_2019",-41.3433,-21.7136,159,2019-06-08,8,22.19,27.88,17.76,17.36,30.88,12.16,6.43,5.59,0.73,0.02,0.08,0.81,12.33,76.58,0.61,0.59,0,1.94,-0.73,0.910913242239851,10.848,23.418,2.979,70.14613098,69.6396,0.25191527715187,5.56219978130766,10.7119644644902,23.4183404066039,0.910913242239851,0.168440428919545,5.48161093992225,-5.40161093992225,12.82,0.854666666666667,10.12
"inverno_2019",-41.3433,-21.7136,160,2019-06-09,9,22.28,27.18,18.6,17.72,31.25,14.09,18.32,6.4,0.8,0.02,0.13,0.83,12.56,77.58,0.61,0.59,0,1.61,-0.7,0.845200256668192,10.842,23.367,8.5,70.36483576,69.8592,0.287253141831239,6.45577785875745,10.7064989714701,23.3673731978517,0.845200256668192,0.16906485777006,6.35452580653838,-6.22452580653838,12.89,0.859333333333333,8.58
"inverno_2019",-41.3433,-21.7136,161,2019-06-10,10,22.34,27.09,19.08,17.73,32.99,11.38,11.2,5.3,0.7,0.02,0.22,0.7,12.54,76.71,0.6,0.58,0,2.29,-0.48,0.867059301523406,10.837,23.32,5.205,70.39151386,69.9228,0.237242614145031,5.22218979063732,10.7014580883574,23.320215834332,0.867059301523406,0.17081464889013,5.13878787966245,-4.91878787966245,13.085,0.872333333333333,8.01
"inverno_2019",-41.3433,-21.7136,162,2019-06-11,11,23.26,27.88,20.41,19.23,31.67,15.21,22.09,7.07,0.88,0.02,0.47,0.61,13.79,79.47,0.6,0.58,0,2.34,-0.14,0.846794850090143,10.832,23.277,10.28,72.07626478,71.3828,0.303955288048151,6.98972383576489,10.696844944659,23.2768869602213,0.846794850090143,0.180595959226638,6.91381243320849,-6.44381243320849,14.145,0.943,7.47
"inverno_2019",-41.3433,-21.7136,163,2019-06-12,12,23.54,28.53,20.55,19.61,32.9,12.61,15.67,5.91,0.76,0.02,0.03,0.63,14.13,80.31,0.6,0.58,0,2.64,-0.6,0.876170358320073,10.827,23.237,7.301,72.59899426,71.7996,0.25106202209006,5.80247585944,10.692662420275,23.2374035473679,0.876170358320073,0.184359644686517,5.74554518014198,-5.71554518014198,14.54,0.969333333333333,7.98
"inverno_2019",-41.3433,-21.7136,164,2019-06-13,13,24.25,29.11,20.78,20.8,32.61,14.26,19.74,6.67,0.84,0.02,0.14,0.57,15.21,82.51,0.6,0.58,0,2.29,-0.43,0.785761380033898,10.823,23.202,9.208,73.95215825,72.938,0.275051546391753,6.56949145601968,10.6889131395074,23.2017808973187,0.785761380033898,0.188287031717866,6.5127858399869,-6.3727858399869,14.945,0.996333333333333,8.33
"inverno_2019",-41.3433,-21.7136,165,2019-06-14,14,24.09,29.59,20.15,19.53,32.52,15.18,22.27,7.09,0.88,0.02,0.05,0.65,14.09,78.33,0.6,0.58,0,2.59,-0.6,0.981047239612063,10.82,23.17,10.4,73.29271003,72.3208,0.29431299294313,7.00074110308789,10.6855994655599,23.1700326434943,0.981047239612063,0.187554467296402,6.92994528184696,-6.87994528184696,14.87,0.991333333333333,9.44
"inverno_2019",-41.3433,-21.7136,166,2019-06-15,15,23,28.47,19.25,19.01,31.27,15.36,23.77,7.11,0.88,0.02,0.12,0.53,13.62,80.64,0.6,0.58,0,2.23,-0.41,0.859463776495269,10.816,23.142,11.11,71.760208,71.0436,0.309130434782609,7.09037344161356,10.6827234955505,23.1421707534653,0.859463776495269,0.177920799155389,6.96986206803421,-6.84986206803421,13.86,0.924,9.22
"inverno_2019",-41.3433,-21.7136,167,2019-06-16,16,23.01,28.53,19.63,18.93,30.98,15.33,22.27,7.07,0.87,0.02,0.39,0.49,13.56,80.26,0.6,0.58,0,1.91,-0.1,0.903862419899585,10.814,23.118,10.417,71.74406774,71.0248,0.307257714037375,7.08224521785706,10.6802870560602,23.1182055312882,0.903862419899585,0.179982869209084,6.96561197593023,-6.57561197593023,14.08,0.938666666666667,8.9
"inverno_2019",-41.3433,-21.7136,168,2019-06-17,17,21.98,26.49,19,18.28,32.74,9.48,8.9,4.46,0.6,0.01,1.39,0.37,13,81,0.6,0.58,0,1.83,1.02,0.728087010090973,10.811,23.098,4.166,70.146562,69.7608,0.202911737943585,4.38261178947989,10.6782916992341,23.0981456198639,0.728087010090973,0.167773559192452,4.27140252987717,-2.88140252987717,12.745,0.849666666666666,7.49
"inverno_2019",-41.3433,-21.7136,169,2019-06-18,18,22.03,26.9,19.03,16.59,32.51,11.38,12.64,5.26,0.69,0.02,0.31,0.49,11.69,73.13,0.6,0.58,0,1.6,-0.18,0.985009259841293,10.809,23.082,5.919,69.63614361,69.2024,0.238765320018157,5.26389814185525,10.676738699455,23.0819980032848,0.985009259841293,0.169736055498856,5.13481984270936,-4.82481984270936,12.965,0.864333333333333,7.87
"inverno_2019",-41.3433,-21.7136,170,2019-06-19,19,22.88,29.07,18.15,17.75,30.71,15.49,22.24,7.06,0.86,0.02,0.01,0.52,12.63,75.73,0.6,0.57,0,2.02,-0.51,1.02092229004323,10.808,23.07,10.419,71.15716376,70.47,0.308566433566434,7.16806055129317,10.675629050601,23.0697680091411,1.02092229004323,0.175601755030231,7.01797822106626,-7.00797822106626,13.61,0.907333333333333,10.92
"inverno_2019",-41.3433,-21.7136,171,2019-06-20,20,23.52,30.34,18.37,17.13,32.35,12.87,13.71,5.89,0.75,0.02,0.01,0.56,12.2,71.39,0.59,0.57,0,1.62,-0.55,1.26571526323994,10.807,23.061,6.425,71.76544872,70.8868,0.250425170068027,5.95741916975239,10.6749634639008,23.0614593107628,1.26571526323994,0.182588758240421,5.85755115844436,-5.84755115844436,14.355,0.957,11.97
"inverno_2019",-41.3433,-21.7136,172,2019-06-21,21,22.08,26.39,19.08,18.41,32.99,8.81,9.35,4.17,0.56,0.01,0.31,0.29,13.09,81.05,0.59,0.57,0,3,0.02,0.706226572688109,10.806,23.057,4.382,70.3115316,69.9076,0.188858695652174,4.07876908128044,10.6747423663954,23.0570739293778,0.706226572688109,0.167684811839207,3.96926117791765,-3.65926117791765,12.735,0.849,7.31
"inverno_2019",-41.3433,-21.7136,173,2019-06-22,22,21.51,26.58,18.19,17,32.83,9.43,8.12,4.37,0.6,0.01,0.07,0.33,11.94,77.36,0.59,0.57,0,1.84,-0.26,0.845844170145919,10.806,23.057,3.806,69.13435464,68.83,0.203161320316132,4.36598956542315,10.6749659000131,23.0566122361695,0.845844170145919,0.164603520015423,4.23878895241407,-4.16878895241407,12.385,0.825666666666667,8.39
"inverno_2019",-41.3433,-21.7136,174,2019-06-23,23,22.86,27.73,19.65,19.03,33.33,10.87,8.69,5.11,0.68,0.02,0.14,0.32,13.62,80.77,0.59,0.57,0,2.19,-0.18,0.80296871101469,10.806,23.06,4.072,71.54587178,70.9108,0.223534558180227,5.03225384214811,10.6756339212621,23.0600729542259,0.80296871101469,0.176341058912685,4.92726928999264,-4.78726928999264,13.69,0.912666666666667,8.08
"inverno_2019",-41.3433,-21.7136,175,2019-06-24,24,24.12,29.85,20.18,19.18,31.86,14.19,19.12,6.59,0.82,0.02,0.02,0.39,13.85,76.53,0.59,0.57,0,2.4,-0.37,1.06335353732898,10.807,23.067,8.958,73.16785564,72.2248,0.273217247097844,6.56782630958714,10.676746001541,23.067453160373,1.06335353732898,0.188972931876834,6.48344147716241,-6.46344147716241,15.015,1,9.67
"inverno_2019",-41.3433,-21.7136,176,2019-06-25,25,24.32,30.97,19.18,18.47,30.99,15.44,22.93,7.04,0.85,0.02,0,0.39,13.33,73.46,0.59,0.56,0,2.43,-0.39,1.22773875628283,10.808,23.079,10.738,73.18123728,72.1692,0.289473684210526,7.14393051130045,10.6783014280678,23.0787482868941,1.22773875628283,0.189562520436566,7.05701042430062,-7.05701042430062,15.075,1,11.79
"inverno_2019",-41.3433,-21.7136,177,2019-06-26,26,25,32.5,19.43,17.71,30.64,15.78,23.49,7.21,0.88,0.02,0,0.37,12.72,67.72,0.59,0.56,0,2.7,-0.37,1.54720460202559,10.809,23.094,10.994,73.62674,72.5756,0.2884,7.29780336266873,10.6802992054209,23.0939521231372,1.54720460202559,0.198491709007487,7.24857828691159,-7.24857828691159,15.965,1,13.07
"inverno_2019",-41.3433,-21.7136,178,2019-06-27,27,25.48,32.91,20.41,18.26,31.43,14.7,18.72,6.78,0.84,0.02,0,0.35,13.21,68.62,0.59,0.55,0,3.03,-0.35,1.60352391827809,10.811,23.113,8.756,74.43567224,73.2536,0.266091051805338,6.79426571271868,10.6827380576877,23.1130568170217,1.60352391827809,0.205708311195895,6.77779101618936,-6.77779101618936,16.66,1,12.5
"inverno_2019",-41.3433,-21.7136,179,2019-06-28,28,24.04,29.64,20.14,18.39,31.44,15.17,22.62,7.07,0.88,0.02,0,0.25,13.16,73.45,0.58,0.54,0,3.29,-0.25,1.14224213622585,10.814,23.136,10.573,72.7498562,71.8604,0.294093178036606,7.00641557689374,10.6856164312097,23.1360528764577,1.14224213622585,0.187749582612225,6.92618605530304,-6.92618605530304,14.89,0.992666666666667,9.5
"inverno_2019",-41.3433,-21.7136,180,2019-06-29,29,23.24,29.65,17.61,17.64,30.12,16.1,24.6,7.38,0.9,0.02,0,0.24,12.63,74.5,0.58,0.54,0,3.15,-0.24,1.06850544047941,10.816,23.163,11.487,71.611562,70.7904,0.317555938037866,7.4296222186832,10.6889324979125,23.1629291706964,1.06850544047941,0.175786335466915,7.29525709786185,-7.29525709786185,13.63,0.908666666666667,12.04
"inverno_2019",-41.3433,-21.7136,181,2019-06-30,30,24.66,31.27,19.77,19.42,31.61,15.78,23.5,7.29,0.9,0.02,0.01,0.24,14.11,76.64,0.58,0.53,0,3.22,-0.23,1.17798104846646,10.82,23.194,10.963,74.02550976,72.8512,0.295620437956204,7.27485278117173,10.6926841592075,23.1936729316352,1.17798104846646,0.193983857349281,7.23069032825949,-7.22069032825949,15.52,1,11.5
