"environmental_unit","clay|0_5cm_q_5","clay|0_5cm_q_50","clay|0_5cm_q_95","clay|0_5cm_mean","clay|100_200cm_q_5","clay|100_200cm_q_50","clay|100_200cm_q_95","clay|100_200cm_mean","clay|15_30cm_q_5","clay|15_30cm_q_50","clay|15_30cm_q_95","clay|15_30cm_mean","clay|30_60cm_q_5","clay|30_60cm_q_50","clay|30_60cm_q_95","clay|30_60cm_mean","clay|5_15cm_q_5","clay|5_15cm_q_50","clay|5_15cm_q_95","clay|5_15cm_mean","clay|60_100cm_q_5","clay|60_100cm_q_50","clay|60_100cm_q_95","clay|60_100cm_mean"
"SARLO",21,224,908,318,12,372,962,429,17,254,921,343,13,397,964,459,16,220,911,310,16,398,964,452
