"trait","individuo","blup","blup_z","blup_dir","blup_sd","var_pred","precisao","peso_combinado"
"rend_polpa_pct",194,0.0347666759316732,-0.0876406636450408,-0.0876406636450408,4.27676991064646,18.2907608686109,0.0546724112344673,0.00413323428932573
"rend_polpa_pct",2,2.15239877984364,1.65218543569722,1.65218543569722,3.83574581705368,14.7129459730448,0.0679673535016083,0.00513833192472158
"rend_polpa_pct",201,-2.35666962070582,-2.05242164525094,-2.05242164525094,3.9808719398318,15.8473414013402,0.0631020670707221,0.00477051627054659
"rend_polpa_pct",204,-1.1345495698043,-1.0483396060903,-1.0483396060903,4.26189470272438,18.1637464571101,0.0550547213572536,0.00416213693460837
"rend_polpa_pct",208,-1.25149044866869,-1.14441710357083,-1.14441710357083,4.26738772282469,18.2105979769149,0.0549130787065682,0.00415142875021656
"rend_polpa_pct",209,-1.04896849405662,-0.97802702019753,-0.97802702019753,4.29686257553704,18.4630279930508,0.054162296692416,0.00409466962994665
"rend_polpa_pct",210,-1.16328544785397,-1.07194872616643,-1.07194872616643,4.31257602341707,18.5983119577518,0.053768320601978,0.00406488503750954
"rend_polpa_pct",212,-2.36880890973822,-2.06239516796389,-2.06239516796389,4.0930210833649,16.7528215888696,0.0596914373316308,0.00451267266227129
"rend_polpa_pct",22,-0.560718397189056,-0.57688545270461,-0.57688545270461,4.08305885965706,16.671369651424,0.059983074031028,0.00453472039674572
"rend_polpa_pct",221,2.01123179128411,1.53620400029695,1.53620400029695,3.79843819784485,14.4281327428468,0.0693090379623641,0.00523976326995473
"rend_polpa_pct",222,2.91904380994257,2.28205359354822,2.28205359354822,3.91313816398209,15.3126502904131,0.0653054814832463,0.00493709440013342
"rend_polpa_pct",223,1.29751936742249,0.949824760878833,0.949824760878833,4.30450500696503,18.528763354987,0.0539701425746177,0.00408014277864109
"rend_polpa_pct",23,0.810727758780217,0.549881473235967,0.549881473235967,4.11246546886648,16.9123722326192,0.059128310697377,0.0044701002887217
"rend_polpa_pct",232,0.200281160119471,0.0483444391861516,0.0483444391861516,3.94172617570016,15.5372052441998,0.0643616393220595,0.0048657399327477
"rend_polpa_pct",233,1.10488419675454,0.791557563776837,0.791557563776837,3.98165410556871,15.8535694163922,0.0630772776612708,0.00476864219119208
"rend_polpa_pct",235,1.25138121115233,0.91191809696584,0.91191809696584,4.23981729419734,17.9760506881749,0.0556295716643605,0.00420559561782565
"rend_polpa_pct",236,1.9517246696072,1.48731352342943,1.48731352342943,4.12771577458028,17.0380375157189,0.0586922055475828,0.00443713073939726
"rend_polpa_pct",237,2.0510893167441,1.56895055855057,1.56895055855057,4.04600242629397,16.3701356335767,0.0610868487826641,0.0046181657679694
"rend_polpa_pct",24,-3.38581162478122,-2.89795478356712,-2.89795478356712,4.00047449718865,16.0037962026568,0.0624851746008857,0.00472387919982696
"rend_polpa_pct",240,1.34714181542405,0.990594085251504,0.990594085251504,4.20534340341026,17.6849131406062,0.0565453724340838,0.00427483015601674
"rend_polpa_pct",29,-3.28565457206203,-2.81566671566707,-2.81566671566707,4.34359978979005,18.8668591338642,0.0530029928619702,0.00400702626036495
"rend_polpa_pct",3,1.27342946556617,0.930032730004918,0.930032730004918,4.26256780023533,18.1694842516031,0.0550373354660175,0.00416082256123092
"rend_polpa_pct",32,-2.69192967600408,-2.32786807109484,-2.32786807109484,4.24149782720474,17.9903038181825,0.0555854981720384,0.0042022636618061
"rend_polpa_pct",34,-0.740041957106738,-0.724215958884317,-0.724215958884317,3.83182832097642,14.682908281437,0.0681063983260225,0.0051488437134473
